URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Volkswagen_Golf__Mk2_19E__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Volkswagen_Golf__Mk2_19E__1__1,http://dbpedia.org/resource/Volkswagen_Golf__Mk2_19E__1__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Volkswagen Golf Mk1,http://dbpedia.org/resource/Volkswagen_Golf_Mk1,NULL,NULL,NULL,NULL,{SEAT Toledo|Volkswagen Corrado|Volkswagen Jetta},{http://dbpedia.org/resource/SEAT_Toledo|http://dbpedia.org/resource/Volkswagen_Corrado|http://dbpedia.org/resource/Volkswagen_Jetta},NULL,NULL,Volkswagen Golf Mk3,http://dbpedia.org/resource/Volkswagen_Golf_Mk3,NULL,NULL,NULL,Volkswagen Golf,http://dbpedia.org/resource/Volkswagen_Golf,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Volkswagen Golf Mk2 (19E)
http://dbpedia.org/resource/Volkswagen_Golf__Mk3_1H__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Volkswagen Golf Mk2,http://dbpedia.org/resource/Volkswagen_Golf_Mk2,NULL,NULL,NULL,NULL,Volkswagen Vento,http://dbpedia.org/resource/Volkswagen_Vento,NULL,NULL,Volkswagen Golf Mk4,http://dbpedia.org/resource/Volkswagen_Golf_Mk4,NULL,NULL,NULL,Volkswagen Golf,http://dbpedia.org/resource/Volkswagen_Golf,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Volkswagen Golf Mk3 (1H)
http://dbpedia.org/resource/Volkswagen_Golf__Mk4_1J__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Volkswagen Golf Mk3,http://dbpedia.org/resource/Volkswagen_Golf_Mk3,NULL,NULL,NULL,NULL,{Škoda Octavia|Audi A3|Audi TT|SEAT León|SEAT Toledo|Volkswagen Jetta},{http://dbpedia.org/resource/%C5%A0koda_Octavia|http://dbpedia.org/resource/Audi_A3|http://dbpedia.org/resource/Audi_TT|http://dbpedia.org/resource/SEAT_Le%C3%B3n|http://dbpedia.org/resource/SEAT_Toledo|http://dbpedia.org/resource/Volkswagen_Jetta},NULL,NULL,Volkswagen Golf Mk5,http://dbpedia.org/resource/Volkswagen_Golf_Mk5,NULL,NULL,NULL,Volkswagen Golf,http://dbpedia.org/resource/Volkswagen_Golf,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Volkswagen Golf Mk4 (1J)
http://dbpedia.org/resource/Volkswagen_Golf__Mk5_1K__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Volkswagen Golf Mk4,http://dbpedia.org/resource/Volkswagen_Golf_Mk4,NULL,NULL,NULL,NULL,{Škoda Octavia|Audi A3|SEAT Altea|SEAT León|SEAT Toledo|Volkswagen Jetta|Volkswagen Scirocco},{http://dbpedia.org/resource/%C5%A0koda_Octavia|http://dbpedia.org/resource/Audi_A3|http://dbpedia.org/resource/SEAT_Altea|http://dbpedia.org/resource/SEAT_Le%C3%B3n|http://dbpedia.org/resource/SEAT_Toledo|http://dbpedia.org/resource/Volkswagen_Jetta|http://dbpedia.org/resource/Volkswagen_Scirocco},NULL,NULL,Volkswagen Golf Mk6,http://dbpedia.org/resource/Volkswagen_Golf_Mk6,NULL,NULL,NULL,Volkswagen Golf,http://dbpedia.org/resource/Volkswagen_Golf,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Volkswagen Golf Mk5 (1K)
http://dbpedia.org/resource/Mazda_RX-7__FC__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mazda_RX-7__FC__1__1,http://dbpedia.org/resource/Mazda_RX-7__FC__1__1,NULL,1.26492,NULL,NULL,4.29006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mazda RX-7,http://dbpedia.org/resource/Mazda_RX-7,NULL,NULL,1.191e+06,2.43078,1.6891,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{FC|Mazda Savanna}
"http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1",NULL,NULL,{Bratislava|Changchun|China|Mexico|Poznań|Puebla Puebla|Solomonovo|South Africa|Uitenhage|Wolfsburg},"{http://dbpedia.org/resource/Bratislava|http://dbpedia.org/resource/Changchun|http://dbpedia.org/resource/China|http://dbpedia.org/resource/Mexico|http://dbpedia.org/resource/Pozna%C5%84|http://dbpedia.org/resource/Puebla,_Puebla|http://dbpedia.org/resource/Solomonovo|http://dbpedia.org/resource/South_Africa|http://dbpedia.org/resource/Uitenhage|http://dbpedia.org/resource/Wolfsburg}",Volkswagen Group A platform,http://dbpedia.org/resource/Volkswagen_Group_A_platform,{Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__10|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__11|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__12|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__14|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__15|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__16|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__17|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__18|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__19|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__2|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__20|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__3|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__4|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__5|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__6|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__7|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__8|Volkswagen_Jetta__Volkswagen_Bora_A4_Typ_1J__1__9},"{http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__10|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__11|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__12|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__14|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__15|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__16|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__17|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__18|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__19|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__2|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__20|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__3|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__4|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__5|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__6|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__7|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__8|http://dbpedia.org/resource/Volkswagen_Jetta__Volkswagen_Bora_A4,_Typ_1J__1__9}",NULL,1.44,{Four-wheel drive|Front-engine design|Front-wheel drive},{http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design|http://dbpedia.org/resource/Front-wheel_drive},4.38,NULL,NULL,2005-01-01T00:00:00+02:00,1999-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Škoda Octavia|Audi A3|SEAT León|SEAT Toledo|Volkswagen Golf Mk4},{http://dbpedia.org/resource/%C5%A0koda_Octavia|http://dbpedia.org/resource/Audi_A3|http://dbpedia.org/resource/SEAT_Le%C3%B3n|http://dbpedia.org/resource/SEAT_Toledo|http://dbpedia.org/resource/Volkswagen_Golf_Mk4},NULL,NULL,NULL,NULL,NULL,NULL,{4-speed 01M automatic|5-speed automatic|5-speed manual|6-speed automatic 09G|6-speed manual},Volkswagen Jetta,http://dbpedia.org/resource/Volkswagen_Jetta,NULL,NULL,NULL,2.51,1.73,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{Volkswagen Clásico (2010 onwards in Mexico) Volkswagen Bora (Argentina)|(A4 Typ 1J)|(Jetta City in 2009)|Volkswagen Bora|Volkswagen Bora Classic Edition (China)|Volkswagen City Jetta|Volkswagen Jetta}
http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Torino__1__1|Torino__1__2|Torino__1__3|Torino__1__4|Torino__1__5|Torino__1__6},{http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__5|http://dbpedia.org/resource/Ford_Torino__1968_Ford_Fairlane/Torino__1__6},NULL,1.397,NULL,NULL,5.1054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Comet|Mercury Cyclone|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Comet|http://dbpedia.org/resource/Mercury_Cyclone|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.9464,1.89484,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1968 Ford Fairlane/Torino
http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Torino__1__1|Torino__1__2|Torino__1__3|Torino__1__4|Torino__1__5},{http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1969_Ford_Fairlane/Torino__1__5},NULL,NULL,NULL,NULL,5.1054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Comet|Mercury Cyclone|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Comet|http://dbpedia.org/resource/Mercury_Cyclone|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3/4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.9464,1.89484,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1969 Ford Fairlane/Torino
http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Torino__1__1|Torino__1__2|Torino__1__3|Torino__1__4|Torino__1__5},{http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1970_Ford_Fairlane/Torino__1__5},NULL,NULL,NULL,NULL,5.23748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Comet|Mercury Cyclone|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Comet|http://dbpedia.org/resource/Mercury_Cyclone|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.9718,1.94056,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1970 Ford Fairlane/Torino
http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Convertible|Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Ford_Torino__1971_Ford_Torino__1__1|Ford_Torino__1971_Ford_Torino__1__2|Ford_Torino__1971_Ford_Torino__1__3|Ford_Torino__1971_Ford_Torino__1__4|Ford_Torino__1971_Ford_Torino__1__5},{http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1971_Ford_Torino__1__5},NULL,NULL,NULL,NULL,5.23748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Cyclone|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Cyclone|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.9718,1.94056,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1971 Ford Torino
http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Ford_Torino__1972_Ford_Torino__1__1|Ford_Torino__1972_Ford_Torino__1__2|Ford_Torino__1972_Ford_Torino__1__3|Ford_Torino__1972_Ford_Torino__1__4|Ford_Torino__1972_Ford_Torino__1__5|Ford_Torino__1972_Ford_Torino__1__6},{http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__5|http://dbpedia.org/resource/Ford_Torino__1972_Ford_Torino__1__6},NULL,NULL,NULL,NULL,5.17398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Cyclone|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Cyclone|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.8956,2.01422,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1972 Ford Torino
http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Fastback|Hardtop|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Fastback|http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Ford_Torino__1973_Ford_Torino__1__1|Ford_Torino__1973_Ford_Torino__1__2|Ford_Torino__1973_Ford_Torino__1__3|Ford_Torino__1973_Ford_Torino__1__4|Ford_Torino__1973_Ford_Torino__1__5|Ford_Torino__1973_Ford_Torino__1__6|Ford_Torino__1973_Ford_Torino__1__7},{http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__5|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__6|http://dbpedia.org/resource/Ford_Torino__1973_Ford_Torino__1__7},NULL,NULL,NULL,NULL,5.2832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Ranchero|Mercury Montego},{http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.8956,2.01422,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1973 Ford Torino
http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1,NULL,NULL,NULL,NULL,NULL,NULL,{Coupé|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Ford_Torino__1974_Ford_Torino__1__1|Ford_Torino__1974_Ford_Torino__1__2|Ford_Torino__1974_Ford_Torino__1__3|Ford_Torino__1974_Ford_Torino__1__4|Ford_Torino__1974_Ford_Torino__1__5},{http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1__1|http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1__2|http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1__3|http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1__4|http://dbpedia.org/resource/Ford_Torino__1974_Ford_Torino__1__5},NULL,NULL,NULL,NULL,5.36956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Ford Elite|Ford Ranchero|Mercury Montego},{http://dbpedia.org/resource/Ford_Elite|http://dbpedia.org/resource/Ford_Ranchero|http://dbpedia.org/resource/Mercury_Montego},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed automatic|3-speed manual|4-speed manual},Ford Torino,http://dbpedia.org/resource/Ford_Torino,NULL,NULL,NULL,2.8956,2.01422,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,1974 Ford Torino
