,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,EXITSn_hourly
314,A002,R051,02-03-05,05-24-11,08:00:00,REGULAR,5128660,976826,68.0
315,A002,R051,02-03-05,05-24-11,12:00:00,REGULAR,5129188,976883,57.0
316,A002,R051,02-03-05,05-24-11,16:00:00,REGULAR,5129662,976908,25.0
317,A002,R051,02-03-05,05-24-11,20:00:00,REGULAR,5130502,976933,25.0
318,A002,R051,02-03-05,05-25-11,00:00:00,REGULAR,5130868,976952,19.0
319,A002,R051,02-03-05,05-25-11,04:00:00,REGULAR,5130905,976952,0.0
320,A002,R051,02-03-05,05-25-11,08:00:00,REGULAR,5131051,977005,53.0
321,A002,R051,02-03-05,05-25-11,12:00:00,REGULAR,5131585,977050,45.0
322,A002,R051,02-03-05,05-25-11,16:00:00,REGULAR,5132039,977078,28.0
323,A002,R051,02-03-05,05-25-11,20:00:00,REGULAR,5132999,977103,25.0
324,A002,R051,02-03-05,05-26-11,00:00:00,REGULAR,5133388,977115,12.0
325,A002,R051,02-03-05,05-26-11,04:00:00,REGULAR,5133439,977116,1.0
326,A002,R051,02-03-05,05-26-11,08:00:00,REGULAR,5133577,977169,53.0
327,A002,R051,02-03-05,05-26-11,12:00:00,REGULAR,5134115,977225,56.0
328,A002,R051,02-03-05,05-26-11,16:00:00,REGULAR,5134604,977242,17.0
329,A002,R051,02-03-05,05-26-11,20:00:00,REGULAR,5135509,977271,29.0
330,A002,R051,02-03-05,05-27-11,00:00:00,REGULAR,5135933,977286,15.0
331,A002,R051,02-03-05,05-27-11,04:00:00,REGULAR,5135983,977286,0.0
332,A002,R051,02-03-05,05-27-11,08:00:00,REGULAR,5136103,977336,50.0
333,A002,R051,02-03-05,05-27-11,12:00:00,REGULAR,5136616,977395,59.0
334,A002,R051,02-03-05,05-27-11,16:00:00,REGULAR,5137188,977422,27.0
335,A002,R051,02-03-05,05-27-11,20:00:00,REGULAR,5137972,977432,10.0
336,A002,R051,02-03-06,05-21-11,00:00:00,REGULAR,3892195,422604,-554828.0
337,A002,R051,02-03-06,05-21-11,04:00:00,REGULAR,3892230,422604,0.0
338,A002,R051,02-03-06,05-21-11,08:00:00,REGULAR,3892263,422606,2.0
339,A002,R051,02-03-06,05-21-11,12:00:00,REGULAR,3892422,422611,5.0
340,A002,R051,02-03-06,05-21-11,16:00:00,REGULAR,3892685,422617,6.0
341,A002,R051,02-03-06,05-21-11,20:00:00,REGULAR,3893012,422628,11.0
342,A002,R051,02-03-06,05-22-11,00:00:00,REGULAR,3893220,422633,5.0
343,A002,R051,02-03-06,05-22-11,04:00:00,REGULAR,3893253,422635,2.0
344,A002,R051,02-03-06,05-22-11,08:00:00,REGULAR,3893266,422636,1.0
345,A002,R051,02-03-06,05-22-11,12:00:00,REGULAR,3893362,422637,1.0
346,A002,R051,02-03-06,05-22-11,16:00:00,REGULAR,3893568,422645,8.0
347,A002,R051,02-03-06,05-22-11,20:00:00,REGULAR,3893808,422650,5.0
348,A002,R051,02-03-06,05-23-11,00:00:00,REGULAR,3893948,422650,0.0
349,A002,R051,02-03-06,05-23-11,04:00:00,REGULAR,3893959,422650,0.0
350,A002,R051,02-03-06,05-23-11,08:00:00,REGULAR,3894079,422653,3.0
351,A002,R051,02-03-06,05-23-11,12:00:00,REGULAR,3894551,422658,5.0
352,A002,R051,02-03-06,05-23-11,16:00:00,REGULAR,3894873,422659,1.0
353,A002,R051,02-03-06,05-23-11,20:00:00,REGULAR,3895668,422666,7.0
354,A002,R051,02-03-06,05-24-11,00:00:00,REGULAR,3895922,422667,1.0
355,A002,R051,02-03-06,05-24-11,04:00:00,REGULAR,3895933,422667,0.0
356,A002,R051,02-03-06,05-24-11,08:00:00,REGULAR,3896074,422672,5.0
357,A002,R051,02-03-06,05-24-11,12:00:00,REGULAR,3896573,422684,12.0
358,A002,R051,02-03-06,05-24-11,16:00:00,REGULAR,3896933,422689,5.0
359,A002,R051,02-03-06,05-24-11,20:00:00,REGULAR,3897690,422702,13.0
360,A002,R051,02-03-06,05-25-11,00:00:00,REGULAR,3897958,422707,5.0
361,A002,R051,02-03-06,05-25-11,04:00:00,REGULAR,3897977,422707,0.0
362,A002,R051,02-03-06,05-25-11,08:00:00,REGULAR,3898117,422710,3.0
363,A002,R051,02-03-06,05-25-11,12:00:00,REGULAR,3898657,422725,15.0
364,A002,R051,02-03-06,05-25-11,16:00:00,REGULAR,3898983,422732,7.0
365,A002,R051,02-03-06,05-25-11,20:00:00,REGULAR,3899796,422738,6.0
366,A002,R051,02-03-06,05-26-11,00:00:00,REGULAR,3900052,422740,2.0
367,A002,R051,02-03-06,05-26-11,04:00:00,REGULAR,3900068,422740,0.0
368,A002,R051,02-03-06,05-26-11,08:00:00,REGULAR,3900180,422745,5.0
369,A002,R051,02-03-06,05-26-11,12:00:00,REGULAR,3900694,422752,7.0
370,A002,R051,02-03-06,05-26-11,16:00:00,REGULAR,3901075,422757,5.0
371,A002,R051,02-03-06,05-26-11,20:00:00,REGULAR,3901849,422763,6.0
372,A002,R051,02-03-06,05-27-11,00:00:00,REGULAR,3902135,422768,5.0
373,A002,R051,02-03-06,05-27-11,04:00:00,REGULAR,3902156,422768,0.0
374,A002,R051,02-03-06,05-27-11,08:00:00,REGULAR,3902251,422770,2.0
375,A002,R051,02-03-06,05-27-11,12:00:00,REGULAR,3902656,422784,14.0
376,A002,R051,02-03-06,05-27-11,16:00:00,REGULAR,3903097,422793,9.0
377,A002,R051,02-03-06,05-27-11,20:00:00,REGULAR,3903796,422800,7.0
378,A002,R051,02-05-00,05-21-11,00:00:00,REGULAR,657,0,-422800.0
379,A002,R051,02-05-00,05-21-11,04:00:00,REGULAR,657,0,0.0
380,A002,R051,02-05-00,05-21-11,08:00:00,REGULAR,657,0,0.0
381,A002,R051,02-05-00,05-21-11,12:00:00,REGULAR,657,0,0.0
382,A002,R051,02-05-00,05-21-11,16:00:00,REGULAR,657,0,0.0
383,A002,R051,02-05-00,05-21-11,20:00:00,REGULAR,657,0,0.0
384,A002,R051,02-05-00,05-22-11,00:00:00,REGULAR,657,0,0.0
385,A002,R051,02-05-00,05-22-11,04:00:00,REGULAR,657,0,0.0
386,A002,R051,02-05-00,05-22-11,08:00:00,REGULAR,657,0,0.0
387,A002,R051,02-05-00,05-22-11,12:00:00,REGULAR,657,0,0.0
388,A002,R051,02-05-00,05-22-11,16:00:00,REGULAR,657,0,0.0
389,A002,R051,02-05-00,05-22-11,20:00:00,REGULAR,657,0,0.0
390,A002,R051,02-05-00,05-23-11,00:00:00,REGULAR,657,0,0.0
391,A002,R051,02-05-00,05-23-11,04:00:00,REGULAR,657,0,0.0
392,A002,R051,02-05-00,05-23-11,08:00:00,REGULAR,657,0,0.0
393,A002,R051,02-05-00,05-23-11,12:00:00,REGULAR,657,0,0.0
394,A002,R051,02-05-00,05-23-11,16:00:00,REGULAR,657,0,0.0
395,A002,R051,02-05-00,05-23-11,20:00:00,REGULAR,657,0,0.0
396,A002,R051,02-05-00,05-24-11,00:00:00,REGULAR,657,0,0.0
397,A002,R051,02-05-00,05-24-11,04:00:00,REGULAR,657,0,0.0
398,A002,R051,02-05-00,05-24-11,08:00:00,REGULAR,657,0,0.0
399,A002,R051,02-05-00,05-24-11,12:00:00,REGULAR,657,0,0.0
400,A002,R051,02-05-00,05-24-11,16:00:00,REGULAR,657,0,0.0
401,A002,R051,02-05-00,05-24-11,20:00:00,REGULAR,657,0,0.0
402,A002,R051,02-05-00,05-25-11,00:00:00,REGULAR,657,0,0.0
403,A002,R051,02-05-00,05-25-11,04:00:00,REGULAR,657,0,0.0
404,A002,R051,02-05-00,05-25-11,08:00:00,REGULAR,657,0,0.0
405,A002,R051,02-05-00,05-25-11,12:00:00,REGULAR,657,0,0.0
406,A002,R051,02-05-00,05-25-11,16:00:00,REGULAR,657,0,0.0
407,A002,R051,02-05-00,05-25-11,20:00:00,REGULAR,657,0,0.0
408,A002,R051,02-05-00,05-26-11,00:00:00,REGULAR,657,0,0.0
409,A002,R051,02-05-00,05-26-11,04:00:00,REGULAR,657,0,0.0
410,A002,R051,02-05-00,05-26-11,08:00:00,REGULAR,657,0,0.0
411,A002,R051,02-05-00,05-26-11,12:00:00,REGULAR,657,0,0.0
412,A002,R051,02-05-00,05-26-11,16:00:00,REGULAR,657,0,0.0
413,A002,R051,02-05-00,05-26-11,20:00:00,REGULAR,657,0,0.0
414,A002,R051,02-05-00,05-27-11,00:00:00,REGULAR,657,0,0.0
415,A002,R051,02-05-00,05-27-11,04:00:00,REGULAR,657,0,0.0
416,A002,R051,02-05-00,05-27-11,08:00:00,REGULAR,657,0,0.0
417,A002,R051,02-05-00,05-27-11,12:00:00,REGULAR,657,0,0.0
418,A002,R051,02-05-00,05-27-11,16:00:00,REGULAR,657,0,0.0
419,A002,R051,02-05-00,05-27-11,20:00:00,REGULAR,657,0,0.0
420,A002,R051,02-05-01,05-21-11,00:00:00,REGULAR,0,320,320.0
421,A002,R051,02-05-01,05-21-11,04:00:00,REGULAR,0,320,0.0
422,A002,R051,02-05-01,05-21-11,08:00:00,REGULAR,0,320,0.0
423,A002,R051,02-05-01,05-21-11,12:00:00,REGULAR,0,320,0.0
424,A002,R051,02-05-01,05-21-11,16:00:00,REGULAR,0,320,0.0
425,A002,R051,02-05-01,05-21-11,20:00:00,REGULAR,0,320,0.0
426,A002,R051,02-05-01,05-22-11,00:00:00,REGULAR,0,320,0.0
427,A002,R051,02-05-01,05-22-11,04:00:00,REGULAR,0,320,0.0
428,A002,R051,02-05-01,05-22-11,08:00:00,REGULAR,0,320,0.0
429,A002,R051,02-05-01,05-22-11,12:00:00,REGULAR,0,320,0.0
430,A002,R051,02-05-01,05-22-11,16:00:00,REGULAR,0,320,0.0
431,A002,R051,02-05-01,05-22-11,20:00:00,REGULAR,0,320,0.0
432,A002,R051,02-05-01,05-23-11,00:00:00,REGULAR,0,320,0.0
433,A002,R051,02-05-01,05-23-11,04:00:00,REGULAR,0,320,0.0
434,A002,R051,02-05-01,05-23-11,08:00:00,REGULAR,0,320,0.0
435,A002,R051,02-05-01,05-23-11,12:00:00,REGULAR,0,320,0.0
436,A002,R051,02-05-01,05-23-11,16:00:00,REGULAR,0,320,0.0
437,A002,R051,02-05-01,05-23-11,20:00:00,REGULAR,0,320,0.0
438,A002,R051,02-05-01,05-24-11,00:00:00,REGULAR,0,320,0.0
439,A002,R051,02-05-01,05-24-11,04:00:00,REGULAR,0,320,0.0
440,A002,R051,02-05-01,05-24-11,08:00:00,REGULAR,0,320,0.0
441,A002,R051,02-05-01,05-24-11,12:00:00,REGULAR,0,320,0.0
442,A002,R051,02-05-01,05-24-11,16:00:00,REGULAR,0,320,0.0
443,A002,R051,02-05-01,05-24-11,20:00:00,REGULAR,0,320,0.0
444,A002,R051,02-05-01,05-25-11,00:00:00,REGULAR,0,320,0.0
445,A002,R051,02-05-01,05-25-11,04:00:00,REGULAR,0,320,0.0
446,A002,R051,02-05-01,05-25-11,08:00:00,REGULAR,0,320,0.0
447,A002,R051,02-05-01,05-25-11,12:00:00,REGULAR,0,320,0.0
448,A002,R051,02-05-01,05-25-11,16:00:00,REGULAR,0,320,0.0
449,A002,R051,02-05-01,05-25-11,20:00:00,REGULAR,0,320,0.0
450,A002,R051,02-05-01,05-26-11,00:00:00,REGULAR,0,320,0.0
451,A002,R051,02-05-01,05-26-11,04:00:00,REGULAR,0,320,0.0
452,A002,R051,02-05-01,05-26-11,08:00:00,REGULAR,0,320,0.0
453,A002,R051,02-05-01,05-26-11,12:00:00,REGULAR,0,320,0.0
454,A002,R051,02-05-01,05-26-11,16:00:00,REGULAR,0,320,0.0
455,A002,R051,02-05-01,05-26-11,20:00:00,REGULAR,0,320,0.0
456,A002,R051,02-05-01,05-27-11,00:00:00,REGULAR,0,320,0.0
457,A002,R051,02-05-01,05-27-11,04:00:00,REGULAR,0,320,0.0
458,A002,R051,02-05-01,05-27-11,08:00:00,REGULAR,0,320,0.0
459,A002,R051,02-05-01,05-27-11,12:00:00,REGULAR,0,320,0.0
460,A002,R051,02-05-01,05-27-11,16:00:00,REGULAR,0,320,0.0
461,A002,R051,02-05-01,05-27-11,20:00:00,REGULAR,0,320,0.0
462,A002,R051,02-06-00,05-21-11,00:00:00,REGULAR,3040689,97528,97208.0
463,A002,R051,02-06-00,05-21-11,04:00:00,REGULAR,3040720,97532,4.0
464,A002,R051,02-06-00,05-21-11,08:00:00,REGULAR,3040753,97533,1.0
465,A002,R051,02-06-00,05-21-11,12:00:00,REGULAR,3040907,97535,2.0
466,A002,R051,02-06-00,05-21-11,16:00:00,REGULAR,3041157,97537,2.0
467,A002,R051,02-06-00,05-21-11,20:00:00,REGULAR,3041480,97542,5.0
468,A002,R051,02-06-00,05-22-11,00:00:00,REGULAR,3041682,97551,9.0
469,A002,R051,02-06-00,05-22-11,04:00:00,REGULAR,3041710,97555,4.0
470,A002,R051,02-06-00,05-22-11,08:00:00,REGULAR,3041729,97555,0.0
471,A002,R051,02-06-00,05-22-11,12:00:00,REGULAR,3041851,97558,3.0
472,A002,R051,02-06-00,05-22-11,16:00:00,REGULAR,3042103,97564,6.0
473,A002,R051,02-06-00,05-22-11,20:00:00,REGULAR,3042344,97568,4.0
474,A002,R051,02-06-00,05-23-11,00:00:00,REGULAR,3042451,97571,3.0
475,A002,R051,02-06-00,05-23-11,04:00:00,REGULAR,3042470,97573,2.0
476,A002,R051,02-06-00,05-23-11,08:00:00,REGULAR,3042600,97575,2.0
477,A002,R051,02-06-00,05-23-11,12:00:00,REGULAR,3043088,97585,10.0
478,A002,R051,02-06-00,05-23-11,16:00:00,REGULAR,3043449,97589,4.0
479,A002,R051,02-06-00,05-23-11,20:00:00,REGULAR,3044233,97599,10.0
480,A002,R051,02-06-00,05-24-11,00:00:00,REGULAR,3044463,97603,4.0
481,A002,R051,02-06-00,05-24-11,04:00:00,REGULAR,3044480,97605,2.0
482,A002,R051,02-06-00,05-24-11,08:00:00,REGULAR,3044597,97608,3.0
483,A002,R051,02-06-00,05-24-11,12:00:00,REGULAR,3045110,97619,11.0
484,A002,R051,02-06-00,05-24-11,16:00:00,REGULAR,3045483,97628,9.0
485,A002,R051,02-06-00,05-24-11,20:00:00,REGULAR,3046286,97638,10.0
486,A002,R051,02-06-00,05-25-11,00:00:00,REGULAR,3046494,97645,7.0
487,A002,R051,02-06-00,05-25-11,04:00:00,REGULAR,3046512,97646,1.0
488,A002,R051,02-06-00,05-25-11,08:00:00,REGULAR,3046638,97650,4.0
489,A002,R051,02-06-00,05-25-11,12:00:00,REGULAR,3047157,97658,8.0
490,A002,R051,02-06-00,05-25-11,16:00:00,REGULAR,3047530,97666,8.0
491,A002,R051,02-06-00,05-25-11,20:00:00,REGULAR,3048251,97671,5.0
492,A002,R051,02-06-00,05-26-11,00:00:00,REGULAR,3048530,97675,4.0
493,A002,R051,02-06-00,05-26-11,04:00:00,REGULAR,3048542,97676,1.0
494,A002,R051,02-06-00,05-26-11,08:00:00,REGULAR,3048680,97677,1.0
495,A002,R051,02-06-00,05-26-11,12:00:00,REGULAR,3049182,97683,6.0
496,A002,R051,02-06-00,05-26-11,16:00:00,REGULAR,3049592,97688,5.0
497,A002,R051,02-06-00,05-26-11,20:00:00,REGULAR,3050416,97693,5.0
498,A002,R051,02-06-00,05-27-11,00:00:00,REGULAR,3050647,97705,12.0
499,A002,R051,02-06-00,05-27-11,04:00:00,REGULAR,3050663,97706,1.0
500,A002,R051,02-06-00,05-27-11,08:00:00,REGULAR,3050793,97709,3.0
501,A002,R051,02-06-00,05-27-11,12:00:00,REGULAR,3051201,97720,11.0
502,A002,R051,02-06-00,05-27-11,16:00:00,REGULAR,3051650,97727,7.0
503,A002,R051,02-06-00,05-27-11,20:00:00,REGULAR,3052254,97742,15.0
504,A006,R079,00-00-00,05-21-11,02:00:00,REGULAR,8971326,13832075,13734333.0
505,A006,R079,00-00-00,05-21-11,06:00:00,REGULAR,8971338,13832091,16.0
506,A006,R079,00-00-00,05-21-11,10:00:00,REGULAR,8971378,13832504,413.0
507,A006,R079,00-00-00,05-21-11,14:00:00,REGULAR,8971574,13833171,667.0
508,A006,R079,00-00-00,05-21-11,18:00:00,REGULAR,8972079,13833826,655.0
509,A006,R079,00-00-00,05-21-11,22:00:00,REGULAR,8972536,13834058,232.0
510,A006,R079,00-00-00,05-22-11,02:00:00,REGULAR,8972691,13834157,99.0
511,A006,R079,00-00-00,05-22-11,06:00:00,REGULAR,8972699,13834176,19.0
512,A006,R079,00-00-00,05-22-11,10:00:00,REGULAR,8972719,13834374,198.0
513,A006,R079,00-00-00,05-22-11,14:00:00,REGULAR,8972873,13834944,570.0
514,A006,R079,00-00-00,05-22-11,18:00:00,REGULAR,8973246,13835473,529.0
515,A006,R079,00-00-00,05-22-11,22:00:00,REGULAR,8973550,13835683,210.0
516,A006,R079,00-00-00,05-23-11,02:00:00,REGULAR,8973640,13835738,55.0
517,A006,R079,00-00-00,05-23-11,06:00:00,REGULAR,8973644,13835768,30.0
518,A006,R079,00-00-00,05-23-11,07:41:13,REGULAR,8973665,13836069,301.0
519,A006,R079,00-00-00,05-23-11,10:00:00,REGULAR,8973707,13837581,1512.0
520,A006,R079,00-00-00,05-23-11,14:00:00,REGULAR,8973926,13838668,1087.0
521,A006,R079,00-00-00,05-23-11,14:31:27,REGULAR,8973978,13838778,110.0
522,A006,R079,00-00-00,05-23-11,18:00:00,REGULAR,8974700,13839493,715.0
523,A006,R079,00-00-00,05-23-11,22:00:00,REGULAR,8975399,13839850,357.0
524,A006,R079,00-00-00,05-24-11,02:00:00,REGULAR,8975559,13839923,73.0
525,A006,R079,00-00-00,05-24-11,06:00:00,REGULAR,8975563,13839961,38.0
526,A006,R079,00-00-00,05-24-11,10:00:00,REGULAR,8975606,13841940,1979.0
527,A006,R079,00-00-00,05-24-11,14:00:00,REGULAR,8975824,13843081,1141.0
528,A006,R079,00-00-00,05-24-11,18:00:00,REGULAR,8976541,13844056,975.0
529,A006,R079,00-00-00,05-24-11,22:00:00,REGULAR,8977275,13844604,548.0
530,A006,R079,00-00-00,05-25-11,02:00:00,REGULAR,8977464,13844669,65.0
531,A006,R079,00-00-00,05-25-11,06:00:00,REGULAR,8977474,13844700,31.0
532,A006,R079,00-00-00,05-25-11,10:00:00,REGULAR,8977528,13846677,1977.0
533,A006,R079,00-00-00,05-25-11,14:00:00,REGULAR,8977762,13847916,1239.0
534,A006,R079,00-00-00,05-25-11,18:00:00,REGULAR,8978525,13848938,1022.0
535,A006,R079,00-00-00,05-25-11,22:00:00,REGULAR,8979291,13849377,439.0
536,A006,R079,00-00-00,05-26-11,02:00:00,REGULAR,8979484,13849448,71.0
537,A006,R079,00-00-00,05-26-11,06:00:00,REGULAR,8979492,13849478,30.0
538,A006,R079,00-00-00,05-26-11,10:00:00,REGULAR,8979543,13851420,1942.0
539,A006,R079,00-00-00,05-26-11,14:00:00,REGULAR,8979730,13852660,1240.0
540,A006,R079,00-00-00,05-26-11,18:00:00,REGULAR,8980555,13853683,1023.0
541,A006,R079,00-00-00,05-26-11,22:00:00,REGULAR,8981292,13854115,432.0
542,A006,R079,00-00-00,05-27-11,02:00:00,REGULAR,8981487,13854226,111.0
543,A006,R079,00-00-00,05-27-11,06:00:00,REGULAR,8981498,13854293,67.0
544,A006,R079,00-00-00,05-27-11,08:59:09,DOOR,8981534,13855379,1086.0
545,A006,R079,00-00-00,05-27-11,08:59:24,OPEN,8981534,13855379,0.0
546,A006,R079,00-00-00,05-27-11,09:08:45,DOOR,8981534,13855379,0.0
547,A006,R079,00-00-00,05-27-11,10:00:00,OPEN,8981576,13855838,459.0
548,A006,R079,00-00-00,05-27-11,14:00:00,DOOR,8981907,13856920,1082.0
549,A006,R079,00-00-00,05-27-11,18:00:00,OPEN,8982740,13857821,901.0
550,A006,R079,00-00-00,05-27-11,22:00:00,REGULAR,8983321,13858079,258.0
551,A006,R079,00-00-01,05-21-11,02:00:00,REGULAR,386056,294801,-13563278.0
552,A006,R079,00-00-01,05-21-11,06:00:00,REGULAR,386061,294809,8.0
553,A006,R079,00-00-01,05-21-11,10:00:00,REGULAR,386107,294918,109.0
554,A006,R079,00-00-01,05-21-11,14:00:00,REGULAR,386312,295136,218.0
555,A006,R079,00-00-01,05-21-11,18:00:00,REGULAR,386818,295382,246.0
556,A006,R079,00-00-01,05-21-11,22:00:00,REGULAR,387264,295493,111.0
557,A006,R079,00-00-01,05-22-11,02:00:00,REGULAR,387375,295510,17.0
558,A006,R079,00-00-01,05-22-11,06:00:00,REGULAR,387390,295518,8.0
559,A006,R079,00-00-01,05-22-11,10:00:00,REGULAR,387418,295573,55.0
560,A006,R079,00-00-01,05-22-11,14:00:00,REGULAR,387583,295766,193.0
561,A006,R079,00-00-01,05-22-11,18:00:00,REGULAR,387981,295961,195.0
562,A006,R079,00-00-01,05-22-11,22:00:00,REGULAR,388259,296039,78.0
563,A006,R079,00-00-01,05-23-11,02:00:00,REGULAR,388324,296044,5.0
564,A006,R079,00-00-01,05-23-11,06:00:00,REGULAR,388329,296048,4.0
565,A006,R079,00-00-01,05-23-11,07:41:13,REGULAR,388347,296145,97.0
566,A006,R079,00-00-01,05-23-11,10:00:00,REGULAR,388404,296770,625.0
567,A006,R079,00-00-01,05-23-11,14:00:00,REGULAR,388718,297113,343.0
568,A006,R079,00-00-01,05-23-11,14:31:27,REGULAR,388768,297143,30.0
569,A006,R079,00-00-01,05-23-11,18:00:00,REGULAR,389494,297397,254.0
570,A006,R079,00-00-01,05-23-11,22:00:00,REGULAR,390173,297510,113.0
571,A006,R079,00-00-01,05-24-11,02:00:00,REGULAR,390289,297524,14.0
572,A006,R079,00-00-01,05-24-11,06:00:00,REGULAR,390296,297529,5.0
573,A006,R079,00-00-01,05-24-11,10:00:00,REGULAR,390367,298304,775.0
574,A006,R079,00-00-01,05-24-11,14:00:00,REGULAR,390629,298697,393.0
575,A006,R079,00-00-01,05-24-11,18:00:00,REGULAR,391445,299003,306.0
576,A006,R079,00-00-01,05-24-11,22:00:00,REGULAR,392210,299196,193.0
577,A006,R079,00-00-01,05-25-11,02:00:00,REGULAR,392368,299223,27.0
578,A006,R079,00-00-01,05-25-11,06:00:00,REGULAR,392370,299234,11.0
579,A006,R079,00-00-01,05-25-11,10:00:00,REGULAR,392442,300028,794.0
580,A006,R079,00-00-01,05-25-11,14:00:00,REGULAR,392759,300398,370.0
581,A006,R079,00-00-01,05-25-11,18:00:00,REGULAR,393665,300761,363.0
582,A006,R079,00-00-01,05-25-11,22:00:00,REGULAR,394434,300898,137.0
583,A006,R079,00-00-01,05-26-11,02:00:00,REGULAR,394593,300919,21.0
584,A006,R079,00-00-01,05-26-11,06:00:00,REGULAR,394601,300925,6.0
585,A006,R079,00-00-01,05-26-11,10:00:00,REGULAR,394677,301635,710.0
586,A006,R079,00-00-01,05-26-11,14:00:00,REGULAR,394993,302007,372.0
587,A006,R079,00-00-01,05-26-11,18:00:00,REGULAR,395874,302352,345.0
588,A006,R079,00-00-01,05-26-11,22:00:00,REGULAR,396610,302493,141.0
589,A006,R079,00-00-01,05-27-11,02:00:00,REGULAR,396725,302527,34.0
590,A006,R079,00-00-01,05-27-11,06:00:00,REGULAR,396736,302549,22.0
591,A006,R079,00-00-01,05-27-11,09:13:04,DOOR,396782,303087,538.0
592,A006,R079,00-00-01,05-27-11,09:20:47,OPEN,396782,303087,0.0
593,A006,R079,00-00-01,05-27-11,09:20:55,DOOR,396782,303087,0.0
594,A006,R079,00-00-01,05-27-11,10:00:00,OPEN,396816,303189,102.0
595,A006,R079,00-00-01,05-27-11,14:00:00,DOOR,397186,303558,369.0
596,A006,R079,00-00-01,05-27-11,18:00:00,OPEN,398031,303928,370.0
597,A006,R079,00-00-01,05-27-11,22:00:00,REGULAR,398581,304021,93.0
598,A006,R079,00-00-02,05-21-11,02:00:00,REGULAR,4903293,2202378,1898357.0
599,A006,R079,00-00-02,05-21-11,06:00:00,REGULAR,4903303,2202379,1.0
600,A006,R079,00-00-02,05-21-11,10:00:00,REGULAR,4903323,2202452,73.0
601,A006,R079,00-00-02,05-21-11,14:00:00,REGULAR,4903484,2202564,112.0
602,A006,R079,00-00-02,05-21-11,18:00:00,REGULAR,4903868,2202699,135.0
603,A006,R079,00-00-02,05-21-11,22:00:00,REGULAR,4904220,2202736,37.0
604,A006,R079,00-00-02,05-22-11,02:00:00,REGULAR,4904295,2202751,15.0
605,A006,R079,00-00-02,05-22-11,06:00:00,REGULAR,4904301,2202752,1.0
606,A006,R079,00-00-02,05-22-11,10:00:00,REGULAR,4904312,2202781,29.0
607,A006,R079,00-00-02,05-22-11,14:00:00,REGULAR,4904453,2202879,98.0
608,A006,R079,00-00-02,05-22-11,18:00:00,REGULAR,4904748,2202982,103.0
609,A006,R079,00-00-02,05-22-11,22:00:00,REGULAR,4904964,2203015,33.0
610,A006,R079,00-00-02,05-23-11,02:00:00,REGULAR,4905018,2203019,4.0
611,A006,R079,00-00-02,05-23-11,06:00:00,REGULAR,4905020,2203022,3.0
612,A006,R079,00-00-02,05-23-11,07:41:13,REGULAR,4905026,2203086,64.0
613,A006,R079,00-00-02,05-23-11,10:00:00,REGULAR,4905090,2203431,345.0
614,A006,R079,00-00-02,05-23-11,14:00:00,REGULAR,4905346,2203600,169.0
615,A006,R079,00-00-02,05-23-11,14:31:27,REGULAR,4905382,2203612,12.0
616,A006,R079,00-00-02,05-23-11,18:00:00,REGULAR,4905989,2203724,112.0
617,A006,R079,00-00-02,05-23-11,22:00:00,REGULAR,4906485,2203766,42.0
618,A006,R079,00-00-02,05-24-11,02:00:00,REGULAR,4906567,2203773,7.0
619,A006,R079,00-00-02,05-24-11,06:00:00,REGULAR,4906568,2203784,11.0
620,A006,R079,00-00-02,05-24-11,10:00:00,REGULAR,4906637,2204222,438.0
621,A006,R079,00-00-02,05-24-11,14:00:00,REGULAR,4906876,2204402,180.0
622,A006,R079,00-00-02,05-24-11,18:00:00,REGULAR,4907613,2204521,119.0
623,A006,R079,00-00-02,05-24-11,22:00:00,REGULAR,4908174,2204617,96.0
624,A006,R079,00-00-02,05-25-11,02:00:00,REGULAR,4908280,2204631,14.0
625,A006,R079,00-00-02,05-25-11,06:00:00,REGULAR,4908287,2204635,4.0
626,A006,R079,00-00-02,05-25-11,10:00:00,REGULAR,4908347,2205095,460.0
627,A006,R079,00-00-02,05-25-11,14:00:00,REGULAR,4908621,2205268,173.0
628,A006,R079,00-00-02,05-25-11,18:00:00,REGULAR,4909380,2205429,161.0
629,A006,R079,00-00-02,05-25-11,22:00:00,REGULAR,4909928,2205486,57.0
630,A006,R079,00-00-02,05-26-11,02:00:00,REGULAR,4910019,2205500,14.0
631,A006,R079,00-00-02,05-26-11,06:00:00,REGULAR,4910028,2205504,4.0
632,A006,R079,00-00-02,05-26-11,10:00:00,REGULAR,4910081,2205904,400.0
633,A006,R079,00-00-02,05-26-11,14:00:00,REGULAR,4910307,2206081,177.0
634,A006,R079,00-00-02,05-26-11,18:00:00,REGULAR,4911029,2206249,168.0
635,A006,R079,00-00-02,05-26-11,22:00:00,REGULAR,4911603,2206317,68.0
636,A006,R079,00-00-02,05-27-11,02:00:00,REGULAR,4911689,2206330,13.0
637,A006,R079,00-00-02,05-27-11,06:00:00,REGULAR,4911699,2206343,13.0
638,A006,R079,00-00-02,05-27-11,09:26:21,DOOR,4911752,2206709,366.0
639,A006,R079,00-00-02,05-27-11,09:26:43,OPEN,4911752,2206709,0.0
640,A006,R079,00-00-02,05-27-11,09:26:52,DOOR,4911752,2206709,0.0
641,A006,R079,00-00-02,05-27-11,09:29:47,OPEN,4911752,2206709,0.0
