County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Suffolk city Virginia,Virginia,52,42.7,1.6,2.9,52.3,38.8
Suffolk County Massachusetts,Massachusetts,51.8,21.6,8.2,19.9,56,32.1
Suffolk County New York,New York,50.8,7.4,3.4,16.5,80.8,41.1
Sullivan County Tennessee,Tennessee,51.6,2.1,0.6,1.5,95.1,45.1
Sullivan County New Hampshire,New Hampshire,50.6,0.4,0.6,1.1,97,44.9
Sullivan County New York,New York,48.9,9.1,1.4,13.6,82,42.3
Sullivan County Missouri,Missouri,48.9,0.5,0.1,18.6,88.7,42.3
Sullivan County Pennsylvania,Pennsylvania,48.6,2.6,0.3,1.4,95.9,51.2
Sullivan County Indiana,Indiana,45.7,4.5,0.2,1.4,93.7,42.7
Sully County South Dakota,South Dakota,46,0.1,0,0.9,96.6,47.4
Summers County West Virginia,West Virginia,55.1,4.8,0.2,1.4,93,45.4
Summit County Ohio,Ohio,51.6,14.4,2.2,1.6,80.6,41.4
Summit County Utah,Utah,48.5,0.4,1.2,11.5,90.5,37.8
Summit County Colorado,Colorado,45.1,0.8,1,14.2,89.7,37.1
Sumner County Tennessee,Tennessee,51.2,6.4,1,3.9,88.9,39.6
Sumner County Kansas,Kansas,50.1,1,0.2,4.5,94.1,42
Sumter County Alabama,Alabama,54.5,75,0.2,0.6,24.2,39.5
Sumter County Georgia,Georgia,52.4,51.8,1.3,5.2,42.2,35.7
Sumter County South Carolina,South Carolina,51.9,46.9,1.1,3.3,48.2,37.5
Sumter County Florida,Florida,48,9.7,0.7,6,86.6,63.5
Sunflower County Mississippi,Mississippi,46.6,72.9,0.3,1.4,25.4,34.9
Surry County North Carolina,North Carolina,51.2,3.7,0.5,9.7,88.1,42.8
Surry County Virginia,Virginia,50.6,46.1,0.3,1.2,51.3,45.8
Susquehanna County Pennsylvania,Pennsylvania,49.7,0.4,0.3,1.3,98,45.8
Sussex County Delaware,Delaware,51.2,12.7,1,8.6,79,46.7
Sussex County New Jersey,New Jersey,50.4,1.8,1.8,6.4,93.5,42.4
Sussex County Virginia,Virginia,41.4,58.1,0.4,2.2,39.3,45.7
Sutter County California,California,50.4,2,14.4,28.8,61,35.9
Sutton County Texas,Texas,50.8,0.4,0.2,59.6,88.7,38.6
Suwannee County Florida,Florida,49.6,11.4,0.5,8.7,82.5,44.4
Swain County North Carolina,North Carolina,51.3,0.5,0.5,3.9,66.6,42
Sweet Grass County Montana,Montana,49.4,0.1,0.7,1.4,96.6,47.8
Sweetwater County Wyoming,Wyoming,47.8,1,0.8,15.3,88.5,32.9
Swift County Minnesota,Minnesota,49.7,0.5,0.2,3.6,96.6,46.2
Swisher County Texas,Texas,47.3,7.2,0.1,40.1,75.1,39.7
Switzerland County Indiana,Indiana,49,0.3,0.2,1.4,97.8,40.2
Talbot County Georgia,Georgia,52.7,59.2,0.1,1.3,39,46.3
Talbot County Maryland,Maryland,52.3,12.8,1.2,5.5,81.4,48.9
Taliaferro County Georgia,Georgia,51,59.6,0.6,2,37.3,47.5
Talladega County Alabama,Alabama,51.3,31.7,0.4,2,65.3,40.1
Tallahatchie County Mississippi,Mississippi,45.2,56.4,0.8,5.6,38.9,37.7
Tallapoosa County Alabama,Alabama,51.5,26.6,0.5,2.5,69.9,43.5
Tama County Iowa,Iowa,50.9,0.3,0.3,7.4,86.5,42.7
Taney County Missouri,Missouri,51.3,0.9,0.7,4.8,93.6,41.7
Tangipahoa Parish Louisiana,Louisiana,51.4,30.3,0.6,3.5,66.2,34.9
Taos County New Mexico,New Mexico,50.8,0.4,0.7,55.8,68.7,46.6
Tarrant County Texas,Texas,51,14.9,4.7,26.7,66.6,34.3
Tate County Mississippi,Mississippi,51.7,30.3,0.2,2.2,66.9,37.3
Tattnall County Georgia,Georgia,41.8,29.3,0.4,9.8,62.7,39.2
Taylor County Georgia,Georgia,51.7,39.3,0.6,1.8,58.5,41.6
Taylor County Kentucky,Kentucky,51.7,5,0.5,1.8,92,41.2
Taylor County Texas,Texas,51.3,7.4,1.6,22.1,79.4,34.5
Taylor County Iowa,Iowa,50.2,0.2,0.3,5.8,96.1,46.1
Taylor County West Virginia,West Virginia,49.4,0.7,0.4,0.8,97.5,43.7
Taylor County Wisconsin,Wisconsin,49,0.3,0.3,1.5,97.9,42.7
Taylor County Florida,Florida,44.4,20.7,0.7,3.4,75.2,43.9
Tazewell County Illinois,Illinois,50.7,1,0.7,1.9,96.2,41.1
Tazewell County Virginia,Virginia,50.6,3,0.6,0.7,95.1,45.2
Tehama County California,California,50.2,0.6,1,21.9,81.5,40.7
Telfair County Georgia,Georgia,42.7,36.5,0.6,12.3,57,42
Teller County Colorado,Colorado,49.1,0.5,0.7,5.5,94.3,47.4
Tensas Parish Louisiana,Louisiana,52.5,56.5,0.2,1.2,41.9,45.3
Terrebonne Parish Louisiana,Louisiana,50.3,18.9,1,4,70.3,36
Terrell County Georgia,Georgia,51.9,61.2,0.3,1.7,36.6,42.4
Terrell County Texas,Texas,48.3,0.7,0.4,47.5,84.1,45.6
Terry County Texas,Texas,46.9,4.8,0.2,49.1,81.3,37.7
Teton County Montana,Montana,50.7,0,0.1,1.3,96.3,46
Teton County Idaho,Idaho,47.7,0.2,0.5,16.9,85.6,32.7
Teton County Wyoming,Wyoming,47.4,0.2,1.1,15,88.4,37.3
Texas County Oklahoma,Oklahoma,48,1.6,1.6,42,75.7,32.2
Texas County Missouri,Missouri,48,3.4,0.3,1.6,93.6,44.2
Thayer County Nebraska,Nebraska,51.2,0.2,0.3,1.5,97.9,50.6
Thomas County Georgia,Georgia,52.6,36.9,0.7,2.9,59.6,41
Thomas County Kansas,Kansas,50.8,0.6,0.5,4.7,95.1,37.9
Thomas County Nebraska,Nebraska,49.3,0.2,0.3,1.9,98.1,49.2
Throckmorton County Texas,Texas,50.8,0.7,0.4,9.3,94.8,47.5
Thurston County Washington,Washington,51.3,2.7,5.2,7.1,82.4,39.8
Thurston County Nebraska,Nebraska,50.3,0.2,0.1,2.7,40.4,31.3
Tift County Georgia,Georgia,52.1,29,1.3,10.1,61.4,36.1
Tillamook County Oregon,Oregon,49.5,0.3,0.9,9,91.5,49.2
Tillman County Oklahoma,Oklahoma,50.1,7.7,0.3,22.3,73.5,42.8
Tioga County Pennsylvania,Pennsylvania,51,0.8,0.4,1,97.3,43.1
Tioga County New York,New York,50.4,0.7,0.7,1.4,96.9,43.8
Tippah County Mississippi,Mississippi,51.1,15.9,0.2,4.4,80,39
Tippecanoe County Indiana,Indiana,49,4,6.2,7.5,84,29.5
Tipton County Tennessee,Tennessee,51,18.7,0.6,2.1,77.8,37.7
Tipton County Indiana,Indiana,50.8,0.2,0.4,2.2,97.6,44
Tishomingo County Mississippi,Mississippi,51.7,2.6,0.1,2.8,94.5,43.1
Titus County Texas,Texas,50.6,9.6,0.7,39.6,67.6,33.4
Toa Alta Municipio Puerto Rico,Puerto Rico,51.6,9.6,0.1,99.3,76.3,35.2
Toa Baja Municipio Puerto Rico,Puerto Rico,52.6,16.8,0.3,99,70.2,37.7
Todd County South Dakota,South Dakota,50.9,0.2,0.2,2.4,9.6,24.9
Todd County Kentucky,Kentucky,50.6,8,0.1,4,89,38.1
Todd County Minnesota,Minnesota,48.8,0.4,0.4,5.2,95.3,43.3
Tolland County Connecticut,Connecticut,49.5,3.3,3.4,4.3,89.8,39.4
Tom Green County Texas,Texas,51,4,1,35.7,81.7,36.4
Tompkins County New York,New York,50.7,4,8.6,4.2,82.6,31.1
Tooele County Utah,Utah,49.6,0.7,0.6,11.4,90.7,29.8
Toole County Montana,Montana,44.3,0.5,0.4,2.4,92,44
Toombs County Georgia,Georgia,52.5,24.9,0.7,11.2,65.1,37.6
Torrance County New Mexico,New Mexico,48.4,1.3,0.4,39.1,76.1,42.5
Towner County North Dakota,North Dakota,49.1,0.1,0,0.4,96.7,52
Towns County Georgia,Georgia,52.3,0.4,0.4,2,97.7,53
Traill County North Dakota,North Dakota,49.9,0.5,0.3,2.6,96.2,44.3
Transylvania County North Carolina,North Carolina,51.7,3.9,0.4,2.9,92.4,50.5
Traverse County Minnesota,Minnesota,50.3,0.4,0.1,1.4,94.2,49.1
Travis County Texas,Texas,49.6,8.5,5.8,33.5,69.3,32.3
Treasure County Montana,Montana,48.6,0,0.4,3.5,93.9,51.5
Trego County Kansas,Kansas,50.6,0.4,0.2,1.7,97.3,50.5
Trempealeau County Wisconsin,Wisconsin,49.2,0.2,0.4,5.8,94.5,41.5
Treutlen County Georgia,Georgia,49.9,32.6,0.2,1.5,65.2,38.4
Trigg County Kentucky,Kentucky,50.9,8.2,0.3,1.2,89.1,44.4
Trimble County Kentucky,Kentucky,49.1,0.3,0.4,2.5,96.4,40.1
Trinity County Texas,Texas,51.3,9.4,0.3,7.7,84.3,47.9
Trinity County California,California,48.4,0.4,0.7,7,87.3,49.5
Tripp County South Dakota,South Dakota,50.7,0.1,0.2,1.1,83.1,46.3
Troup County Georgia,Georgia,51.9,33.4,1.6,3.2,61.5,37.5
Trousdale County Tennessee,Tennessee,50.3,9.6,0.2,2.5,87.1,40.7
Trujillo Alto Municipio Puerto Rico,Puerto Rico,52.5,14.6,0.2,98.9,72.1,38.1
Trumbull County Ohio,Ohio,51.4,8.3,0.5,1.3,89,44.3
Tucker County West Virginia,West Virginia,49.9,0.2,0.1,0.6,98.7,47
Tulare County California,California,49.9,1.6,3.4,60.6,60.1,30.5
Tulsa County Oklahoma,Oklahoma,51.2,10.7,2.3,11,69.2,36.5
Tunica County Mississippi,Mississippi,52.8,73.5,0.6,2.3,23.7,32.9
Tuolumne County California,California,47.2,2.1,1,10.7,87.2,49.9
Turner County Georgia,Georgia,51.2,41.6,0.4,3.2,54.7,40.8
Turner County South Dakota,South Dakota,49.8,0.2,0.2,1.3,97.5,45.3
Tuscaloosa County Alabama,Alabama,51.5,29.6,1.2,3.1,66.3,32.6
Tuscarawas County Ohio,Ohio,50.9,0.8,0.3,1.9,96.6,42.6
Tuscola County Michigan,Michigan,49.9,1.1,0.3,2.8,96.1,43
Twiggs County Georgia,Georgia,51.3,41.3,0.2,1.4,56.8,45.8
Twin Falls County Idaho,Idaho,50.6,0.4,1.2,13.7,88.9,35.3
Tyler County West Virginia,West Virginia,51,0.2,0.1,0.5,99,45.8
Tyler County Texas,Texas,46.1,11,0.2,6.8,82.4,46.1
Tyrrell County North Carolina,North Carolina,44.8,38.2,1.8,5.4,54.5,46.1
Uinta County Wyoming,Wyoming,49.5,0.3,0.3,8.8,92.4,34.2
Uintah County Utah,Utah,49.2,0.4,0.5,7.1,86.6,29.5
Ulster County New York,New York,50.2,6,1.7,8.7,86.7,43.1
Umatilla County Oregon,Oregon,47.9,0.8,0.9,23.9,79.1,36.7
Unicoi County Tennessee,Tennessee,51.1,0.2,0.2,3.8,95.8,45.9
Union County Ohio,Ohio,52.8,2.4,2.7,1.3,92.9,36.5
Union County South Carolina,South Carolina,52.4,31.3,0.3,1,66.6,43.6
Union County New Jersey,New Jersey,51.6,22.1,4.6,27.3,61.3,39.4
Union County Arkansas,Arkansas,51.3,33,0.5,3.5,63.1,41.5
Union County Iowa,Iowa,51.3,0.7,0.5,1.8,96.9,42.8
Union County Georgia,Georgia,51.3,0.5,0.4,2.4,96.8,52.1
Union County Mississippi,Mississippi,51.1,14.5,0.2,4.5,81,38.9
Union County Oregon,Oregon,50.8,0.5,0.8,3.9,93.1,41.4
Union County North Carolina,North Carolina,50.6,11.7,1.6,10.4,79,37
Union County Indiana,Indiana,50.6,0.4,0.3,1.1,97.5,41.6
Union County Tennessee,Tennessee,50.2,0.1,0.1,1.3,97.7,41.3
Union County Illinois,Illinois,50.1,0.9,0.3,4.8,94.8,44.3
Union County South Dakota,South Dakota,49.9,0.7,0.9,2.1,95.5,40.5
Union County Kentucky,Kentucky,48.9,12,0.3,1.6,85.5,39.8
Union County Pennsylvania,Pennsylvania,45,7.4,1.2,5.2,87.7,40.3
Union County New Mexico,New Mexico,43,1.8,0.5,39.7,81.7,45.9
Union County Florida,Florida,35.3,22.2,0.2,4.8,75,36.5
Union Parish Louisiana,Louisiana,50.6,27.2,0.1,4.2,69,42.2
Upshur County West Virginia,West Virginia,50.8,0.7,0.4,1,97.6,41.7
Upshur County Texas,Texas,50.5,8.7,0.4,6.6,85.1,42
Upson County Georgia,Georgia,52,28,0.5,2.2,68.8,41.9
Upton County Texas,Texas,50.1,1.9,0,49,75,37.1
Utah County Utah,Utah,49.9,0.5,1.4,10.8,89.4,24.6
Utuado Municipio Puerto Rico,Puerto Rico,51,2.7,0.1,99.4,92.7,39
Uvalde County Texas,Texas,51.1,0.6,0.5,69.3,78.1,36.4
Val Verde County Texas,Texas,49.8,1.5,0.5,80.2,85,34.1
Valdez-Cordova Census Area Alaska,Alaska,46.6,0.5,3.7,3.6,74,38.8
Valencia County New Mexico,New Mexico,49.6,1.4,0.5,58.3,73.2,38.6
Valley County Nebraska,Nebraska,50.5,0.1,0.3,1.9,97.5,48.1
Valley County Montana,Montana,50.3,0.2,0.5,1.2,87,46.9
Valley County Idaho,Idaho,48.2,0.1,0.4,3.9,95.8,47.3
Van Buren County Michigan,Michigan,50.4,4.1,0.4,10.2,86.7,40.7
Van Buren County Arkansas,Arkansas,50.1,0.4,0.3,2.7,96,47.7
Van Buren County Tennessee,Tennessee,50.1,0.4,0.1,0.9,98.1,45.6
Van Buren County Iowa,Iowa,49.7,0.2,0.5,1.2,98.3,44.7
Van Wert County Ohio,Ohio,51.3,0.9,0.2,2.6,96.6,41.7
Van Zandt County Texas,Texas,50.8,2.7,0.3,9.2,90.9,43.3
Vance County North Carolina,North Carolina,53.1,49.9,0.4,6.7,44.2,40.2
Vanderburgh County Indiana,Indiana,51.8,9.1,1.1,2.2,86.2,38.9
Vega Alta Municipio Puerto Rico,Puerto Rico,52.2,14.9,0.2,98.7,71.2,36.4
Vega Baja Municipio Puerto Rico,Puerto Rico,51.8,11.5,0.1,99.3,77.3,37.9
Venango County Pennsylvania,Pennsylvania,51.1,1,0.4,0.9,97.1,45.6
Ventura County California,California,50.3,1.8,6.7,40.3,68.7,37.7
Vermilion County Illinois,Illinois,50.4,13,0.7,4.2,82.5,41.6
Vermilion Parish Louisiana,Louisiana,51.4,14.3,2,2.4,80.9,37.8
Vermillion County Indiana,Indiana,50.5,0.1,0.2,0.8,98.3,44.1
Vernon County Missouri,Missouri,51.5,0.5,0.5,1.6,96.5,41.2
Vernon County Wisconsin,Wisconsin,50.1,0.4,0.3,1.3,97.7,42.1
Vernon Parish Louisiana,Louisiana,48.8,14.2,1.8,7.2,75.7,30.7
Victoria County Texas,Texas,51.2,6.4,1,43.9,79.5,37.6
Vieques Municipio Puerto Rico,Puerto Rico,50.4,28.1,0.1,94.3,58.7,41.6
Vigo County Indiana,Indiana,49.4,6.9,1.7,2.3,88.3,38.1
Vilas County Wisconsin,Wisconsin,49.3,0.2,0.3,1.3,87.1,51.6
Villalba Municipio Puerto Rico,Puerto Rico,50.7,8.5,0,99.7,82.1,35
Vinton County Ohio,Ohio,50.2,0.3,0.2,0.5,97.9,40.4
Virginia Beach city Virginia,Virginia,51,19.6,6.1,6.6,67.7,36.7
Volusia County Florida,Florida,51.1,10.5,1.5,11.2,82.5,46.8
Wabash County Indiana,Indiana,51.4,0.5,0.4,2.1,96.6,43.1
Wabash County Illinois,Illinois,51.1,0.6,0.6,1.3,96.9,43.8
Wabasha County Minnesota,Minnesota,49.9,0.4,0.4,2.7,96.9,43.5
Wabaunsee County Kansas,Kansas,49.1,0.4,0.1,2.9,96.5,42.9
Wade Hampton Census Area Alaska,Alaska,47.1,0,0.2,0.1,2.7,22.1
Wadena County Minnesota,Minnesota,50.7,0.8,0.3,1.3,96.7,45.3
Wagoner County Oklahoma,Oklahoma,50.8,3.7,1.4,4.8,75.7,37.7
Wahkiakum County Washington,Washington,49.7,0.3,0.6,2.7,94,52.9
Wake County North Carolina,North Carolina,51.3,20.7,5.4,9.8,66.3,35.3
Wakulla County Florida,Florida,44.8,14.5,0.6,3.3,82,39.3
Waldo County Maine,Maine,51,0.4,0.4,0.9,97.1,45.3
Walker County Alabama,Alabama,51.3,5.9,0.3,2,91.2,42.6
Walker County Georgia,Georgia,50.9,4.1,0.4,1.6,93,41.1
Walker County Texas,Texas,41,22.5,0.9,16.8,67.1,30.6
Walla Walla County Washington,Washington,49.2,1.8,1.3,19.7,84.5,38.5
Wallace County Kansas,Kansas,50,0.1,0.1,7.3,93.9,45.1
Waller County Texas,Texas,50.5,24.9,0.5,29,58.5,32
Wallowa County Oregon,Oregon,50.9,0.4,0.3,2.2,96,50
Walsh County North Dakota,North Dakota,49.6,0.2,0.3,8.7,93.5,47.1
Walthall County Mississippi,Mississippi,51.4,44.5,0.2,1.5,53.4,39.9
Walton County Georgia,Georgia,51.3,15.6,1.1,3.2,80.1,38.1
Walton County Florida,Florida,48.8,5.8,0.9,5.3,87.8,44
Walworth County South Dakota,South Dakota,51.2,0.1,0.2,0.7,82.6,48.3
Walworth County Wisconsin,Wisconsin,49.9,1,0.8,10.3,91.9,39.4
Wapello County Iowa,Iowa,51.1,1.4,0.7,9.1,92.1,41.6
Ward County Texas,Texas,51.7,4.9,0.3,47.6,77.2,37.6
Ward County North Dakota,North Dakota,49.3,2.5,0.9,3,90.3,34.6
Ware County Georgia,Georgia,50.2,29.5,0.8,3.3,66.4,40.7
Warren County Georgia,Georgia,53.8,61.7,0.4,0.9,36.9,44.3
Warren County Mississippi,Mississippi,52.5,47,0.8,1.8,50.3,38.9
Warren County New Jersey,New Jersey,51.4,3.5,2.5,7,90.3,42.5
Warren County Illinois,Illinois,51.4,1.7,0.5,8.4,91.3,41
Warren County Iowa,Iowa,51.3,0.5,0.5,1.9,97.1,39.2
Warren County New York,New York,51.2,0.9,0.7,1.8,96.5,45.2
Warren County Kentucky,Kentucky,51.1,9.1,2.8,4.5,83.6,33.9
Warren County Tennessee,Tennessee,50.7,2.9,0.5,8.1,89.5,40.6
Warren County Virginia,Virginia,50.3,4.6,1,3.5,90.9,40.2
Warren County Missouri,Missouri,50.2,1.9,0.4,2.9,94.4,40.3
Warren County Pennsylvania,Pennsylvania,50.2,0.4,0.4,0.7,98.1,46.2
Warren County Indiana,Indiana,49.8,0.1,0.4,0.8,98.3,43.2
Warren County Ohio,Ohio,49.7,3.3,3.9,2.2,90.5,38.8
Warren County North Carolina,North Carolina,49.5,52.3,0.2,3.3,38.8,46.8
Warrick County Indiana,Indiana,50.7,1.3,1.6,1.6,95,40.9
Wasatch County Utah,Utah,49.2,0.3,0.8,13.5,90.4,31.9
Wasco County Oregon,Oregon,50.4,0.4,0.8,14.8,86.1,43.2
Waseca County Minnesota,Minnesota,53.1,2,0.7,5.1,93.7,39.5
Washakie County Wyoming,Wyoming,50.1,0.3,0.6,13.6,91.4,43.1
Washburn County Wisconsin,Wisconsin,50.2,0.2,0.4,1.3,96.4,48.4
Washington County Mississippi,Mississippi,53.5,71.3,0.6,1,27,37.3
Washington County North Carolina,North Carolina,53,49.8,0.3,3.5,46,44.9
Washington County Oklahoma,Oklahoma,51.6,2.4,1.1,5,78.3,43.2
Washington County Rhode Island,Rhode Island,51.4,1.2,1.6,2.4,93.8,43.3
Washington County Pennsylvania,Pennsylvania,51.4,3.3,0.6,1.1,94.1,45
Washington County Ohio,Ohio,51.2,1.1,0.6,0.7,96.5,44.3
Washington County Tennessee,Tennessee,51.1,3.9,1.2,3,91.6,40.1
Washington County Iowa,Iowa,51,0.7,0.3,5.2,95.8,42.9
Washington County Kentucky,Kentucky,51,6.3,0.3,3.4,90.8,41.9
Washington County Oregon,Oregon,50.8,1.8,8.6,15.7,76.6,36.2
Washington County Texas,Texas,50.8,17.6,1.3,13.8,74.2,43.6
Washington County Idaho,Idaho,50.8,0.2,0.9,16.8,86.6,44.9
Washington County Alabama,Alabama,50.8,24.9,0.1,0.9,65.5,40.7
Washington County Maine,Maine,50.7,0.4,0.5,1.4,92.1,47
Washington County Virginia,Virginia,50.7,1.3,0.4,1.3,97,45.1
Washington County Vermont,Vermont,50.6,0.7,0.8,1.7,96.1,43.8
Washington County Utah,Utah,50.6,0.6,0.7,9.8,89.7,33.8
Washington County Minnesota,Minnesota,50.5,3.6,5.1,3.4,87.8,39.2
Washington County Wisconsin,Wisconsin,50.4,0.9,1.1,2.6,95.8,41.8
Washington County Nebraska,Nebraska,50.2,0.6,0.3,2.1,97.2,42.1
Washington County Indiana,Indiana,50.1,0.2,0.3,1.1,98.1,39.9
Washington County Arkansas,Arkansas,50,3,2.2,15.5,79.9,31.6
Washington County Illinois,Illinois,49.9,0.7,0.3,1.3,97.7,43
Washington County Kansas,Kansas,49.3,0.4,0.3,2.5,97.1,48.1
Washington County Maryland,Maryland,49.2,9.6,1.4,3.5,85.1,41
Washington County Georgia,Georgia,49,52.7,0.5,1.9,45,41.6
Washington County Colorado,Colorado,48.9,0.6,0.2,8.5,95.3,46.2
Washington County Missouri,Missouri,48.7,2.2,0.2,1,95.8,39.5
Washington County New York,New York,48.2,3,0.4,2.3,94.6,43.4
Washington County Florida,Florida,45.5,15,0.5,2.9,80.4,42.7
Washington Parish Louisiana,Louisiana,50.5,31,0.2,1.9,66.7,40.1
Washita County Oklahoma,Oklahoma,51.2,0.7,0.2,8.1,88.3,40
Washoe County Nevada,Nevada,49.5,2.3,5.2,22.2,76.9,37.7
Washtenaw County Michigan,Michigan,50.7,12.7,7.9,4,74.5,34.6
Watauga County North Carolina,North Carolina,49.8,1.7,0.9,3.4,94.5,30.2
Watonwan County Minnesota,Minnesota,49.9,0.7,0.8,20.9,86.9,42.3
Waukesha County Wisconsin,Wisconsin,50.9,1.3,2.7,4.1,93.3,43
Waupaca County Wisconsin,Wisconsin,49.5,0.3,0.4,2.5,97.1,44.3
Waushara County Wisconsin,Wisconsin,47.4,1.9,0.4,5.4,93.9,47.5
Wayne County Michigan,Michigan,52,40.5,2.5,5.2,52.3,38.6
Wayne County Mississippi,Mississippi,52,38.9,0.2,1.2,59.3,38.3
Wayne County Indiana,Indiana,51.4,5,0.8,2.6,90.2,41.8
Wayne County Iowa,Iowa,51.3,0.3,0.3,1.1,98,46.5
Wayne County West Virginia,West Virginia,51.2,0.2,0.2,0.5,98.6,42.2
Wayne County North Carolina,North Carolina,51.1,31.4,1.2,9.9,58.8,38.5
Wayne County Illinois,Illinois,50.7,0.3,0.4,1.1,98,44.4
Wayne County Ohio,Ohio,50.6,1.5,0.8,1.6,95.7,39.6
Wayne County Kentucky,Kentucky,50.5,1.5,0.3,2.9,95.2,42.2
Wayne County New York,New York,50.4,3.1,0.5,3.7,92.9,42.4
Wayne County Missouri,Missouri,49.9,0.3,0.2,1,97.2,46.5
Wayne County Nebraska,Nebraska,49.8,1.3,0.5,4.2,94.7,29.9
Wayne County Utah,Utah,49.5,0.1,0.7,4.2,94.8,37.1
Wayne County Georgia,Georgia,47.8,19.9,0.5,5.7,74.9,38.5
Wayne County Pennsylvania,Pennsylvania,47.6,3.1,0.5,3.4,94.2,47.3
Wayne County Tennessee,Tennessee,44.8,5.7,0.2,1.6,92.3,44.3
Waynesboro city Virginia,Virginia,52.4,10.6,0.7,6.4,82.2,40.8
Weakley County Tennessee,Tennessee,51,7.8,1.1,2,88.9,38.9
Webb County Texas,Texas,51.5,0.5,0.6,95.7,88,29.2
Weber County Utah,Utah,49.8,1.4,1.3,16.7,85.2,31.4
Webster County Nebraska,Nebraska,52.2,0.5,0.3,3.5,96,47.4
Webster County Mississippi,Mississippi,51.4,19.9,0.1,1,78.7,41.4
Webster County Georgia,Georgia,51.3,42.3,0.3,3.5,54,40.2
Webster County West Virginia,West Virginia,50.5,0.2,0.1,0.5,98.6,44.6
Webster County Kentucky,Kentucky,50.3,4.1,0.3,4.3,91.4,41.4
Webster County Missouri,Missouri,49.5,0.9,0.2,1.7,96.3,38.6
Webster County Iowa,Iowa,48.8,3.8,0.6,3.8,92.3,43.3
Webster Parish Louisiana,Louisiana,51.4,33.5,0.3,1.6,64.2,41.8
Weld County Colorado,Colorado,50,1,1.2,28.4,82.9,33.6
Wells County North Dakota,North Dakota,50.9,0.1,0.1,0.5,98.9,52.5
Wells County Indiana,Indiana,50.8,0.3,0.4,2,97.3,41.7
West Baton Rouge Parish Louisiana,Louisiana,50.8,37.7,0.3,2.3,60,37.5
West Carroll Parish Louisiana,Louisiana,49.9,15.7,0.2,2.6,81.8,41.8
West Feliciana Parish Louisiana,Louisiana,34.4,46.5,0.2,1.6,52,41.4
Westchester County New York,New York,51.9,14.6,5.4,21.8,68.1,41.5
Westmoreland County Pennsylvania,Pennsylvania,51.3,2.3,0.7,0.9,95.3,46.6
Westmoreland County Virginia,Virginia,51.2,28,0.6,5.7,65.9,47.8
Weston County Wyoming,Wyoming,47.4,0.3,0.3,3,95.5,43.9
Wetzel County West Virginia,West Virginia,50.9,0.1,0.2,0.5,98.7,45.9
Wexford County Michigan,Michigan,50.2,0.4,0.6,1.6,96.5,41.8
Wharton County Texas,Texas,50.8,14.1,0.4,37.4,72.2,38.7
Whatcom County Washington,Washington,50.5,1,3.5,7.8,85.4,37.8
Wheatland County Montana,Montana,50.7,0.3,0.6,1.5,95.8,44.4
Wheeler County Texas,Texas,50.8,2.1,0.4,24.8,82.6,41.5
Wheeler County Oregon,Oregon,50.2,0,0.6,4.3,92.4,53.7
Wheeler County Nebraska,Nebraska,49.6,0,0.5,0.7,98.3,46.6
Wheeler County Georgia,Georgia,38.3,35.2,0.2,4.8,61.3,40.8
White County Illinois,Illinois,51.7,0.4,0.2,1.1,98.1,46.4
White County Georgia,Georgia,51.1,1.7,0.5,2.4,95.1,43.4
White County Tennessee,Tennessee,51.1,1.8,0.3,1.6,95.7,43.3
White County Arkansas,Arkansas,51,4,0.5,3.7,91.4,37.1
White County Indiana,Indiana,50.8,0.3,0.4,7.1,93.9,43.3
White Pine County Nevada,Nevada,43.4,3.9,1,13.2,85.5,42.1
Whiteside County Illinois,Illinois,50.9,1.3,0.5,11,92.2,43.3
Whitfield County Georgia,Georgia,50.2,3.7,1.3,31.6,76.6,35.3
Whitley County Kentucky,Kentucky,51.4,0.6,0.4,0.9,97.4,39.1
Whitley County Indiana,Indiana,50.3,0.3,0.3,1.5,97.6,41.4
Whitman County Washington,Washington,49.1,1.7,7.8,4.6,84.6,24.9
Wibaux County Montana,Montana,49.6,0,0.5,1.3,97.6,50
Wichita County Kansas,Kansas,48.8,0.9,0.1,24.6,88.3,41.3
Wichita County Texas,Texas,48.7,10.5,2,16.6,77.1,36.2
Wicomico County Maryland,Maryland,52.3,24.2,2.5,4.5,68.7,36.9
Wilbarger County Texas,Texas,50.2,8,0.7,25.9,78.2,39.4
Wilcox County Alabama,Alabama,52.7,72.5,0,0.6,26.8,40.8
Wilcox County Georgia,Georgia,41.3,35.1,0.5,3.7,61.7,42.4
Wilkes County Georgia,Georgia,51.2,42.8,0.5,3.4,53,45.6
Wilkes County North Carolina,North Carolina,50.6,4.1,0.4,5.4,90.6,43.9
Wilkin County Minnesota,Minnesota,49.3,0.2,0.3,2,97,44.3
Wilkinson County Georgia,Georgia,52.1,38.4,0.3,2.2,58.5,42.5
Wilkinson County Mississippi,Mississippi,47.1,70.8,0,0.4,28.7,41.7
Will County Illinois,Illinois,50.3,11.2,4.6,15.6,76,36.3
Willacy County Texas,Texas,45.6,2.1,0.6,87.2,85.8,34.5
Williams County Ohio,Ohio,50.4,1,0.6,3.7,95.9,42.2
Williams County North Dakota,North Dakota,48.4,0.3,0.4,1.9,92.1,40.7
Williamsburg city Virginia,Virginia,52.9,14,5.7,6.7,74,23.6
Williamsburg County South Carolina,South Carolina,51.4,65.8,0.4,2,31.8,42.6
