County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Quebradillas Municipio Puerto Rico,Puerto Rico,51.2,3.7,0.1,99.3,89.2,37.8
Queen Anne's County Maryland,Maryland,50.3,6.9,1,3,88.7,43.2
Queens County New York,New York,51.6,19.1,22.9,27.5,39.7,38.8
Quitman County Georgia,Georgia,52.2,47.9,0.1,1.4,51.3,47
Quitman County Mississippi,Mississippi,52.2,69.6,0.1,0.7,29,39.4
Rabun County Georgia,Georgia,50.7,1,0.7,8,93.3,47.5
Racine County Wisconsin,Wisconsin,50.5,11.1,1.1,11.5,79.7,40.2
Radford city Virginia,Virginia,52.6,7.8,1.6,2.3,87,22.2
Rains County Texas,Texas,49.7,2.3,0.5,7.7,91.2,46.6
Raleigh County West Virginia,West Virginia,50.1,8.2,0.9,1.3,88.5,43.1
Ralls County Missouri,Missouri,49.4,1.1,0.2,1,97.3,44
Ramsey County Minnesota,Minnesota,51.5,11,11.7,7.2,70.1,35.9
Ramsey County North Dakota,North Dakota,50.3,0.4,0.4,1.2,87.7,44.5
Randall County Texas,Texas,51.3,2.4,1.4,16.4,88.9,36.7
Randolph County Georgia,Georgia,54,61.8,0.3,1.5,36.6,44.7
Randolph County Alabama,Alabama,51.5,20.1,0.2,2.8,76.5,42.3
Randolph County Arkansas,Arkansas,51,0.7,0.2,1.6,96.5,43.7
Randolph County North Carolina,North Carolina,50.7,5.8,1,10.4,85.5,40.4
Randolph County Indiana,Indiana,50.7,0.4,0.2,3,96.1,42.1
Randolph County West Virginia,West Virginia,48.5,1.2,0.3,0.7,97.3,45.1
Randolph County Missouri,Missouri,47.7,5.9,0.4,1.6,91,39.7
Randolph County Illinois,Illinois,45.1,9.7,0.3,2.6,87.6,44
Rankin County Mississippi,Mississippi,51.6,18.8,1.1,2.7,77.3,37.2
Ransom County North Dakota,North Dakota,49.2,0.3,0.4,1.2,97.8,45.9
Rapides Parish Louisiana,Louisiana,51.8,32,1.2,2.6,63.3,38.5
Rappahannock County Virginia,Virginia,50,4.4,0.5,3.1,92.7,47.6
Ravalli County Montana,Montana,50.4,0.2,0.5,3,95.9,47
Rawlins County Kansas,Kansas,50.2,0.3,0.2,3.2,97.2,52.3
Ray County Missouri,Missouri,50.2,1.2,0.3,1.8,96.3,41.7
Reagan County Texas,Texas,48.1,2.1,0.2,60.9,77.1,34
Real County Texas,Texas,50.5,0.7,0.1,24.6,90.5,50.6
Red Lake County Minnesota,Minnesota,49.1,0.2,0.1,2.5,96.2,42.8
Red River County Texas,Texas,51.3,17.4,0.2,6.6,76.5,46.5
Red River Parish Louisiana,Louisiana,52.2,39.5,0.1,1.1,59,40.5
Red Willow County Nebraska,Nebraska,50.4,0.7,0.3,4.2,96,43.9
Redwood County Minnesota,Minnesota,50.4,0.5,3.2,2.1,89.1,44.3
Reeves County Texas,Texas,39.9,5,0.9,74.2,77.2,37.7
Refugio County Texas,Texas,50.3,6.5,0.4,47.2,80.5,43.8
Reno County Kansas,Kansas,49.9,3,0.5,8.1,90.6,42.1
Rensselaer County New York,New York,50.6,6.5,2.2,3.8,87.5,40.8
Renville County Minnesota,Minnesota,49.5,0.3,0.3,6.6,95.4,45.1
Renville County North Dakota,North Dakota,48.6,0.1,0.2,1,97.9,45.8
Republic County Kansas,Kansas,50.9,0.5,0.3,1.1,98,51.6
Reynolds County Missouri,Missouri,49,0.7,0.2,1,96.7,45.5
Rhea County Tennessee,Tennessee,51.1,1.9,0.4,3.7,93.4,40.7
R’_o Grande Municipi Puerto Rico,Puerto Rico,51.2,24.6,0.2,99,61.9,38.3
Rice County Kansas,Kansas,49.8,1.3,0.4,10.1,91.4,42
Rice County Minnesota,Minnesota,48.9,3.2,2,8,89.3,36
Rich County Utah,Utah,48.3,0,0.3,4.2,97,34.5
Richardson County Nebraska,Nebraska,50.6,0.2,0.3,1.3,94.3,48.7
Richland County South Carolina,South Carolina,51.3,45.9,2.2,4.8,47.3,34.4
Richland County Illinois,Illinois,51,0.5,0.7,1.3,97.3,44.2
Richland County Wisconsin,Wisconsin,49.8,0.5,0.5,2,97.3,44.4
Richland County Ohio,Ohio,49.4,9.4,0.6,1.4,87.5,43.2
Richland County Montana,Montana,48.5,0.1,0.2,3,95,42.6
Richland County North Dakota,North Dakota,48.3,0.7,0.5,1.7,95,41
Richland Parish Louisiana,Louisiana,51.8,36,0.3,1.6,62.1,39.3
Richmond city Virginia,Virginia,52.3,50.6,2.3,6.3,40.8,32.7
Richmond County Georgia,Georgia,51.6,54.2,1.7,4.1,39.7,35.2
Richmond County New York,New York,51.5,10.6,7.5,17.3,72.9,39.9
Richmond County North Carolina,North Carolina,50.8,30.6,0.9,5.9,60.2,40.3
Richmond County Virginia,Virginia,43.5,30.3,0.4,5.5,64.8,47.6
Riley County Kansas,Kansas,47.9,6.4,4.2,6.5,83.2,24.8
Rinc’_n Municipi Puerto Rico,Puerto Rico,51.5,5.3,0.2,96.4,85.7,41.6
Ringgold County Iowa,Iowa,51.4,0.3,0.3,1.8,97.5,47.3
Rio Arriba County New Mexico,New Mexico,50.6,0.5,0.4,71.3,51.6,39.7
Rio Blanco County Colorado,Colorado,48.5,0.8,0.3,10,91.9,38.8
Rio Grande County Colorado,Colorado,50.3,0.4,0.4,42.4,78.3,41.4
Ripley County Indiana,Indiana,50.7,0.2,0.5,1.5,97.6,40.1
Ripley County Missouri,Missouri,50.5,0.3,0.3,1,96.8,43.3
Ritchie County West Virginia,West Virginia,50,0.2,0.1,0.5,98.7,44.8
Riverside County California,California,50.2,6.4,6,45.5,61,34.6
Roane County Tennessee,Tennessee,50.9,2.7,0.5,1.3,94.4,46.1
Roane County West Virginia,West Virginia,50.5,0.1,0.3,0.7,98.4,44.3
Roanoke city Virginia,Virginia,52.2,28.5,1.8,5.5,64.2,40.1
Roanoke County Virginia,Virginia,52.3,5,2.7,2.1,90,44.7
Roberts County South Dakota,South Dakota,49.8,0.1,0.2,1.2,61.7,40.2
Roberts County Texas,Texas,49.5,0.1,0.2,8,93.8,40.9
Robertson County Tennessee,Tennessee,50.8,7.4,0.5,5.9,87.4,38.5
Robertson County Texas,Texas,50.5,21.6,0.6,18,67.7,41.5
Robertson County Kentucky,Kentucky,49.7,0.2,0.1,1,98.2,44.3
Robeson County North Carolina,North Carolina,51.4,24.3,0.7,8.1,29,35.8
Rock County Wisconsin,Wisconsin,50.8,5,1,7.6,87.6,39.1
Rock County Minnesota,Minnesota,50.6,0.6,0.5,2,96.7,43.2
Rock County Nebraska,Nebraska,50,0.1,0.2,0.1,98.5,51
Rock Island County Illinois,Illinois,50.9,9,1.6,11.6,81.6,41.5
Rockbridge County Virginia,Virginia,50.7,2.7,0.5,1.3,94.6,47.1
Rockcastle County Kentucky,Kentucky,50.9,0.1,0.1,0.6,98.4,41.2
Rockdale County Georgia,Georgia,52.4,46.4,1.8,9.5,44.8,38.3
Rockingham County North Carolina,North Carolina,51.8,18.9,0.5,5.5,75.7,43.5
Rockingham County Virginia,Virginia,50.9,1.7,0.6,5.3,93.3,41.3
Rockingham County New Hampshire,New Hampshire,50.6,0.7,1.7,2.1,95.5,43
Rockland County New York,New York,51,11.9,6.2,15.7,73.2,38.8
Rockwall County Texas,Texas,50.8,5.8,2.4,15.9,83.6,36.6
Roger Mills County Oklahoma,Oklahoma,50.3,0.4,0.3,4.5,89.8,42.1
Rogers County Oklahoma,Oklahoma,50.5,1,1.1,3.7,75.3,39
Rolette County North Dakota,North Dakota,50.5,0.2,0.1,1,20.3,31.6
Rooks County Kansas,Kansas,51.1,0.5,0.4,2.1,97.5,45.7
Roosevelt County Montana,Montana,50.7,0.1,0.4,1.3,35.8,33.1
Roosevelt County New Mexico,New Mexico,49.7,1.8,0.9,39.9,76.9,30.8
Roscommon County Michigan,Michigan,50.1,0.4,0.3,1.1,97.3,53.8
Roseau County Minnesota,Minnesota,48.9,0.2,2.5,0.7,94.5,41.1
Rosebud County Montana,Montana,49.4,0.3,0.5,3.4,61.3,36.8
Ross County Ohio,Ohio,47.3,6.2,0.4,1,90.7,41
Routt County Colorado,Colorado,46.8,0.4,0.6,6.8,94.8,39.7
Rowan County Kentucky,Kentucky,51.4,1.5,0.8,1.3,96.1,32.9
Rowan County North Carolina,North Carolina,50.6,16.2,1,7.7,76.5,40.2
Runnels County Texas,Texas,50.5,1.8,0.2,32,83.2,43.7
Rush County Indiana,Indiana,50.7,0.8,0.3,1.1,97.4,41.8
Rush County Kansas,Kansas,50.7,0.2,0.2,2.5,97.2,50.1
Rusk County Wisconsin,Wisconsin,50,0.4,0.3,1.2,97.6,46.6
Rusk County Texas,Texas,47.4,17.7,0.4,14.3,72.2,40
Russell County Alabama,Alabama,52.2,41.8,0.4,3.7,53.7,37.4
Russell County Kentucky,Kentucky,51.1,0.5,0.2,3.3,96.5,43.3
Russell County Virginia,Virginia,51,0.8,0.2,1,97.8,44.2
Russell County Kansas,Kansas,50.6,0.8,0.5,1.6,96.3,48
Rutherford County North Carolina,North Carolina,51.7,10.1,0.4,3.5,85.9,43.7
Rutherford County Tennessee,Tennessee,50.6,12.5,3,6.7,78.2,33.1
Rutland County Vermont,Vermont,50.7,0.5,0.6,1.1,97.1,45.6
Sabana Grande Municipio Puerto Rico,Puerto Rico,52.3,5.5,0,99.5,85.3,39.6
Sabine County Texas,Texas,51.1,7.2,0.3,3.2,89.1,50.7
Sabine Parish Louisiana,Louisiana,50.4,16.6,0.2,3.4,70.8,41.2
Sac County Iowa,Iowa,51.1,0.3,0.2,1.9,97.8,48.2
Sacramento County California,California,51,10.4,14.3,21.6,57.5,36.1
Sagadahoc County Maine,Maine,51.6,0.7,0.8,1.3,96.2,45.1
Saginaw County Michigan,Michigan,51.7,19,1.1,7.8,74.6,40.9
Saguache County Colorado,Colorado,48.9,0.2,0.8,40.1,82.3,43.3
Salem city Virginia,Virginia,52.6,7.1,1.6,2.4,88.2,42.1
Salem County New Jersey,New Jersey,51.3,14.1,0.8,6.8,79.8,42.3
Salinas Municipio Puerto Rico,Puerto Rico,51.4,16.4,0.1,99.3,67.4,36.2
Saline County Illinois,Illinois,51.2,4,0.4,1.4,93,43.9
Saline County Arkansas,Arkansas,50.6,4.7,0.9,3.8,90.5,39.6
Saline County Missouri,Missouri,50.5,5.3,0.5,8.2,86.2,39.9
Saline County Kansas,Kansas,50.2,3.3,2.1,9.7,87.6,39.6
Saline County Nebraska,Nebraska,49.7,0.9,1.6,20.2,83,37.8
Salt Lake County Utah,Utah,49.7,1.6,3.3,17.1,81.2,31.3
Saluda County South Carolina,South Carolina,49.7,26.3,0.2,14.4,61.1,41.5
Sampson County North Carolina,North Carolina,51,27,0.4,16.5,56.7,39.4
San Augustine County Texas,Texas,50.8,22.7,0.3,6,71.9,48.1
San Benito County California,California,50,0.9,2.6,56.4,63.7,35.2
San Bernardino County California,California,50.3,8.9,6.3,49.2,56.7,32.8
San Diego County California,California,49.8,5.1,10.9,32,64,36.1
San Francisco County California,California,49.3,6.1,33.3,15.1,48.5,38.5
San Germ’çn Municipi Puerto Rico,Puerto Rico,51.5,5.6,0.1,99.2,83.4,41
San Jacinto County Texas,Texas,50,10.3,0.5,10.9,82.2,43.6
San Joaquin County California,California,50.2,7.6,14.4,38.9,51,34
San Juan County Washington,Washington,51.4,0.3,1.1,5.4,92.6,52.7
San Juan County New Mexico,New Mexico,50.4,0.6,0.4,19.1,51.6,34
San Juan County Utah,Utah,49.8,0.2,0.3,4.4,45.8,30.9
San Juan County Colorado,Colorado,43.9,0,1.1,12,92.6,44.5
San Juan Municipio Puerto Rico,Puerto Rico,54.1,18.6,0.4,98.2,68,41.1
San Lorenzo Municipio Puerto Rico,Puerto Rico,50.9,9.9,0.1,99.5,76.1,37.7
San Luis Obispo County California,California,48.8,2.1,3.2,20.8,82.6,41.5
San Mateo County California,California,50.8,2.8,24.8,25.4,53.4,40.5
San Miguel County New Mexico,New Mexico,50.1,1.4,0.8,76.8,66.6,41.4
San Miguel County Colorado,Colorado,45.7,0.4,0.7,8.6,92.9,39.5
San Patricio County Texas,Texas,50.4,1.7,0.8,54.4,85.9,37.4
San Saba County Texas,Texas,45.1,3.3,0.2,28,84.3,46.9
San Sebasti’çn Municipi Puerto Rico,Puerto Rico,51.2,3,0.1,99.3,88.5,40.4
Sanborn County South Dakota,South Dakota,48.2,0,0.2,1.2,98,48.5
Sanders County Montana,Montana,48.7,0.1,0.3,2,91.6,50
Sandoval County New Mexico,New Mexico,51.1,2.1,1.5,35.1,68,39
Sandusky County Ohio,Ohio,50.8,2.8,0.3,8.9,91.2,41.6
Sangamon County Illinois,Illinois,52,11.8,1.6,1.8,83.6,40.6
Sanilac County Michigan,Michigan,50.6,0.3,0.3,3.3,96.6,43.6
Sanpete County Utah,Utah,47.7,0.8,0.5,9.4,90.4,27.4
Santa Barbara County California,California,49.8,2,4.9,42.9,69.6,35.1
Santa Clara County California,California,49.8,2.6,32,26.9,47,37.1
Santa Cruz County Arizona,Arizona,52.4,0.4,0.5,82.8,73.5,37.1
Santa Cruz County California,California,50.1,1.1,4.2,32,72.5,38.1
Santa Fe County New Mexico,New Mexico,51.3,0.9,1.2,50.6,76.2,44.6
Santa Isabel Municipio Puerto Rico,Puerto Rico,51.7,15.6,0.1,99.6,73,34.3
Santa Rosa County Florida,Florida,49.5,5.4,1.8,4.3,87.8,40.3
Sarasota County Florida,Florida,52.3,4.7,1.3,7.9,90.2,54.1
Saratoga County New York,New York,50.8,1.5,1.8,2.4,94.3,41.9
Sargent County North Dakota,North Dakota,46.6,0.1,0.2,1.3,98,46.8
Sarpy County Nebraska,Nebraska,50.3,4,2.1,7.3,87.4,33.8
Sauk County Wisconsin,Wisconsin,50.2,0.6,0.5,4.3,94.5,41.3
Saunders County Nebraska,Nebraska,49.4,0.3,0.4,2,97.2,42.6
Sawyer County Wisconsin,Wisconsin,49.3,0.5,0.3,1.6,79.3,47.7
Schenectady County New York,New York,51.6,9.5,3.2,5.7,79.6,41.2
Schleicher County Texas,Texas,50.1,1.1,0.1,44.4,80.3,34.4
Schley County Georgia,Georgia,52,23.3,0.7,3.2,73,37.4
Schoharie County New York,New York,50,1.3,0.7,2.8,95.9,43.2
Schoolcraft County Michigan,Michigan,50.5,0.1,0.2,0.8,87.6,48.9
Schuyler County Missouri,Missouri,51.4,0,0.2,0.7,98.6,41.9
Schuyler County New York,New York,50.3,0.9,0.3,1.3,97.1,45.3
Schuyler County Illinois,Illinois,47.9,3.2,0.1,1.2,95.5,44.2
Schuylkill County Pennsylvania,Pennsylvania,49.3,2.7,0.5,2.8,94.4,45
Scioto County Ohio,Ohio,50.6,2.7,0.3,1.1,94.4,40.8
Scotland County North Carolina,North Carolina,51.7,38.6,0.8,2.1,46.5,39.9
Scotland County Missouri,Missouri,51.4,0.1,0.2,0.7,98.6,40.9
Scott County Missouri,Missouri,51.8,11.4,0.3,1.8,85.7,40.3
Scott County Illinois,Illinois,51.1,0.2,0.2,0.8,98.6,43.7
Scott County Mississippi,Mississippi,51.1,37.5,0.2,10.7,53.3,36.7
Scott County Iowa,Iowa,51,7.1,2,5.6,86.1,38.8
Scott County Tennessee,Tennessee,50.9,0.1,0.2,0.5,98.3,39.1
Scott County Kentucky,Kentucky,50.7,5.2,0.9,4.2,89.9,35.6
Scott County Indiana,Indiana,50.6,0.2,0.4,1.5,97.9,40.1
Scott County Virginia,Virginia,50.4,0.6,0.2,1,97.9,45.8
Scott County Minnesota,Minnesota,50.2,2.6,5.7,4.4,86.4,35
Scott County Arkansas,Arkansas,49.6,0.5,3.4,7,88,40.9
Scott County Kansas,Kansas,49.6,0.4,0.5,15.3,90.1,43.9
Scotts Bluff County Nebraska,Nebraska,51.8,0.6,0.6,21.1,87.4,40.8
Screven County Georgia,Georgia,51.2,43.3,0.4,1.2,54.6,41.5
Scurry County Texas,Texas,46.6,4.7,0.3,36.3,78.7,38.1
Searcy County Arkansas,Arkansas,50.2,0.1,0.1,1.5,96,47.3
Sebastian County Arkansas,Arkansas,51,6.4,4.1,12.3,76.6,38
Sedgwick County Colorado,Colorado,50.7,0.3,0.7,12.1,92.2,50.2
Sedgwick County Kansas,Kansas,50.6,9.3,4.1,13,76.3,35.1
Seminole County Georgia,Georgia,52.6,33.4,0.4,2.3,64.1,44.9
Seminole County Florida,Florida,51.6,11.1,3.7,17.1,78.2,39.5
Seminole County Oklahoma,Oklahoma,51.2,4.6,0.3,3.5,68.5,40.3
Seneca County Ohio,Ohio,50.1,2.3,0.6,4.4,93.7,40.6
Seneca County New York,New York,47.6,4.6,0.7,2.7,92.5,43.3
Sequatchie County Tennessee,Tennessee,50.4,0.1,0.3,3.3,96,41.6
Sequoyah County Oklahoma,Oklahoma,50.4,1.7,0.5,3.4,66.5,40.1
Sevier County Tennessee,Tennessee,50.7,0.8,0.9,5.3,93.7,42.5
Sevier County Arkansas,Arkansas,50.4,4.3,0.4,30.6,70,34.6
Sevier County Utah,Utah,49.6,0.2,0.3,4.5,94.9,33.4
Seward County Nebraska,Nebraska,49.1,0.4,0.4,1.6,97.4,40.1
Seward County Kansas,Kansas,48.5,3.4,2.7,56.6,70.5,30.1
Shackelford County Texas,Texas,51.7,0.9,0.3,10.1,93.1,43.8
Shannon County South Dakota,South Dakota,50.7,0,0.1,2.2,2.9,24.3
Shannon County Missouri,Missouri,50.2,0.2,0.2,1.6,96,44.4
Sharkey County Mississippi,Mississippi,54.2,71,0.2,0.8,27.9,41.1
Sharp County Arkansas,Arkansas,50.6,0.5,0.3,1.7,96,48.2
Shasta County California,California,50.8,0.9,2.5,8.4,86.7,43.4
Shawano County Wisconsin,Wisconsin,50.1,0.3,0.4,2.2,88.8,43.8
Shawnee County Kansas,Kansas,51.7,8.6,1.2,10.8,81.2,39.5
Sheboygan County Wisconsin,Wisconsin,49.8,1.5,4.6,5.5,89.9,41.5
Shelby County Tennessee,Tennessee,52.3,52.1,2.3,5.6,40.6,36.2
Shelby County Kentucky,Kentucky,51.9,7.5,0.6,9.1,85.4,38.9
Shelby County Iowa,Iowa,51.2,0.3,0.4,1.8,97.9,46.3
Shelby County Alabama,Alabama,51,10.6,1.9,5.9,83,37.8
Shelby County Missouri,Missouri,51,0.5,0.2,1.1,98.1,43.9
Shelby County Texas,Texas,50.5,17.4,0.3,16.4,68.6,38.5
Shelby County Indiana,Indiana,50.4,1,0.5,3.7,95.4,41.2
Shelby County Illinois,Illinois,50.2,0.2,0.3,0.8,98.6,44.8
Shelby County Ohio,Ohio,50.1,1.9,0.9,1.3,94.7,38.7
Shenandoah County Virginia,Virginia,51.1,1.7,0.5,6.1,93,44.2
Sherburne County Minnesota,Minnesota,48.8,1.9,1.3,2.2,94,34.4
Sheridan County Nebraska,Nebraska,51.5,0.2,0.3,3.1,84.6,48.1
Sheridan County Wyoming,Wyoming,50,0.4,0.7,3.5,95.4,42.8
Sheridan County North Dakota,North Dakota,49.9,0.3,0.2,1.2,96.7,53.8
Sheridan County Montana,Montana,49.8,0.2,0.4,1.5,95.4,51.1
Sheridan County Kansas,Kansas,49.1,0.1,0.2,3.3,96.8,47.9
Sherman County Nebraska,Nebraska,50.9,0.1,0.3,1,99,48.6
Sherman County Kansas,Kansas,50,0.6,0.3,10.8,93.1,44.8
Sherman County Oregon,Oregon,49.2,0.2,0.2,5.6,93.4,48.5
Sherman County Texas,Texas,49,0.5,0.2,40.4,88.3,37.8
Shiawassee County Michigan,Michigan,50.6,0.5,0.4,2.4,96.7,41.5
Shoshone County Idaho,Idaho,49.7,0.2,0.4,3,95.4,46.8
Sibley County Minnesota,Minnesota,49.8,0.3,0.6,7.2,94.8,41.4
Sierra County New Mexico,New Mexico,49.7,0.4,0.4,28,85.6,54.7
Sierra County California,California,49.2,0.2,0.4,8.3,93.3,51.5
Silver Bow County Montana,Montana,49.5,0.3,0.5,3.7,94.4,43.3
Simpson County Mississippi,Mississippi,51.5,35.1,0.3,1.4,62.8,39.5
Simpson County Kentucky,Kentucky,51.1,9.4,0.7,1.9,87.3,40.6
Sioux County Iowa,Iowa,50.1,0.4,0.8,8.9,93.3,33.8
Sioux County Nebraska,Nebraska,48.7,0.1,0.1,4,96.1,48
Sioux County North Dakota,North Dakota,48.7,0.2,0.1,2,12.6,28
Siskiyou County California,California,50.1,1.3,1.2,10.3,84.7,48.2
Sitka City and Borough Alaska,Alaska,49.5,0.5,6,4.9,65.3,38.7
Skagit County Washington,Washington,50.4,0.7,1.8,16.9,83.4,41.3
Skagway Municipality Alaska,Alaska,48.3,0,0.5,2.2,91.4,40.1
Skamania County Washington,Washington,49.7,0.4,0.9,5,92.8,44.1
Slope County North Dakota,North Dakota,45.5,0,0,1.7,97.5,50.6
Smith County Texas,Texas,51.6,17.9,1.2,17.2,70.1,37.1
Smith County Mississippi,Mississippi,51.3,22.9,0.1,1.2,75.8,39.9
Smith County Kansas,Kansas,51,0.3,0.2,1.5,96.9,50.6
Smith County Tennessee,Tennessee,50.8,2.1,0.2,2.2,94.9,40.8
Smyth County Virginia,Virginia,51.2,2,0.3,1.6,95.8,44.3
Snohomish County Washington,Washington,50,2.5,8.9,9,78.4,38.1
Snyder County Pennsylvania,Pennsylvania,50.6,1.1,0.5,1.7,96.9,40.4
Socorro County New Mexico,New Mexico,48.7,1.1,1.2,48.5,75.1,38.3
Solano County California,California,50.1,14.7,14.6,24,51,38.2
Somerset County New Jersey,New Jersey,51.3,8.9,14.1,13,70.1,41.3
Somerset County Maine,Maine,50.4,0.4,0.6,0.8,97.1,44.3
Somerset County Pennsylvania,Pennsylvania,48.5,2.4,0.3,1.1,96,46.1
Somerset County Maryland,Maryland,46.6,42.3,0.7,3.3,53.5,36.8
Somervell County Texas,Texas,50.7,0.7,0.6,19.2,85,40.7
Sonoma County California,California,50.8,1.6,3.8,24.9,76.8,41.6
Southampton County Virginia,Virginia,47.9,37.2,0.2,1.1,60.4,43.8
Southeast Fairbanks Census Area Alaska,Alaska,44.3,1.1,0.9,3.3,80.4,35.9
Spalding County Georgia,Georgia,51.5,32.8,0.9,3.8,62.7,38.5
Spartanburg County South Carolina,South Carolina,51.5,20.6,2,5.9,72.3,39.1
Spencer County Indiana,Indiana,49.7,0.5,0.3,2.5,96.9,42.5
Spencer County Kentucky,Kentucky,49.2,1.5,0.4,1.4,96.2,39.3
Spink County South Dakota,South Dakota,49.7,0.3,0.1,1.1,97.1,46.1
Spokane County Washington,Washington,50.6,1.7,2.1,4.5,89.2,38.1
Spotsylvania County Virginia,Virginia,51,15.3,2.3,7.6,75.5,37.5
St. Bernard Parish Louisiana,Louisiana,49.4,17.7,1.9,9.2,74,33.3
St. Charles County Missouri,Missouri,50.9,4.1,2.2,2.8,90.7,38
St. Charles Parish Louisiana,Louisiana,50.6,26.6,0.8,5,69.2,37.5
St. Clair County Illinois,Illinois,51.9,30.5,1.2,3.3,64.6,38.3
St. Clair County Michigan,Michigan,50.5,2.4,0.5,2.9,93.9,42.2
St. Clair County Alabama,Alabama,49.9,8.6,0.6,2.1,88.2,39.5
St. Clair County Missouri,Missouri,49.5,0.5,0.1,1.7,96.5,49.1
St. Croix County Wisconsin,Wisconsin,49.9,0.7,1.1,2,95.9,37.2
St. Francis County Arkansas,Arkansas,45.5,51.9,0.5,4.1,44.2,38.6
St. Francois County Missouri,Missouri,46.8,4.2,0.4,1.2,93.6,39.9
St. Helena Parish Louisiana,Louisiana,50.7,53.3,0.1,0.9,44.9,40.8
St. James Parish Louisiana,Louisiana,51.1,50.6,0.1,1.2,48,39.6
St. John the Baptist Parish Louisiana,Louisiana,51.4,53.5,0.7,4.7,42.5,36.4
St. Johns County Florida,Florida,51.4,5.6,2.1,5.2,89.3,43.1
St. Joseph County Indiana,Indiana,51.5,12.7,1.9,7.3,78.7,37.5
St. Joseph County Michigan,Michigan,50.5,2.6,0.7,6.6,90.6,39.7
St. Landry Parish Louisiana,Louisiana,52.2,41.3,0.4,1.6,55.9,38.3
St. Lawrence County New York,New York,49.2,2.2,1,1.9,93.9,39.2
St. Louis city Missouri,Missouri,51.7,49.2,2.9,3.5,43.9,34.7
St. Louis County Missouri,Missouri,52.7,23.3,3.5,2.5,70.3,41.6
St. Louis County Minnesota,Minnesota,50,1.4,0.9,1.2,93,42.5
St. Lucie County Florida,Florida,51.1,19.1,1.6,16.6,71.8,43.5
St. Martin Parish Louisiana,Louisiana,50.7,30.7,0.8,2.1,65.8,37.6
St. Mary Parish Louisiana,Louisiana,50.6,32.5,1.7,5.3,59.3,38.6
St. Mary's County Maryland,Maryland,50.2,14.3,2.5,3.8,78.6,36.4
St. Tammany Parish Louisiana,Louisiana,51.2,11.4,1.3,4.7,83.6,40.2
Stafford County Kansas,Kansas,50.2,0.3,0.4,11.9,92.6,46.9
Stafford County Virginia,Virginia,49.7,17,2.8,9.2,72.5,35.9
Stanislaus County California,California,50.5,2.9,5.1,41.9,65.6,34.1
Stanley County South Dakota,South Dakota,50,0.3,0.1,0.7,90,42.5
Stanly County North Carolina,North Carolina,50.3,10.9,1.8,3.6,83.6,41.9
Stanton County Nebraska,Nebraska,50.5,0.7,0.1,4.6,94.9,39.2
Stanton County Kansas,Kansas,48.9,0.6,0.1,37,83.7,36.9
Stark County Ohio,Ohio,51.6,7.6,0.7,1.6,88.7,42.7
Stark County Illinois,Illinois,51.2,0.5,0.3,1,97.7,44.8
Stark County North Dakota,North Dakota,50,0.8,1.2,1.9,95.2,40.3
Starke County Indiana,Indiana,50.6,0.3,0.2,3.3,97.1,40.8
Starr County Texas,Texas,51.7,0.1,0.2,95.7,96.1,30.4
Staunton city Virginia,Virginia,54.7,12.1,0.8,2.2,83.7,43.4
Ste. Genevieve County Missouri,Missouri,49.5,0.7,0.3,0.8,97.6,43.5
Stearns County Minnesota,Minnesota,49.6,3.1,2,2.8,91.8,34.1
Steele County Minnesota,Minnesota,50.5,2.8,0.8,6.2,93.1,39.5
Steele County North Dakota,North Dakota,48.9,0.2,0.1,1,97.6,47.3
Stephens County Georgia,Georgia,52.1,10.9,0.7,2.4,85.1,41.8
Stephens County Oklahoma,Oklahoma,51.2,1.9,0.5,6.2,85.1,42
Stephens County Texas,Texas,48.3,2.1,0.3,20.9,84.7,43
Stephenson County Illinois,Illinois,51.5,9,0.6,2.9,86.5,44.4
Sterling County Texas,Texas,49.6,1.2,0,31.9,88.6,42.9
Steuben County New York,New York,50.4,1.6,1.2,1.4,95.3,42.3
Steuben County Indiana,Indiana,49.5,0.5,0.5,2.9,96.8,41.5
Stevens County Minnesota,Minnesota,50.7,0.8,1.5,3.5,93.7,35.3
Stevens County Kansas,Kansas,50.4,0.3,0.3,32.6,87.1,34.9
Stevens County Washington,Washington,50,0.3,0.5,2.7,89.4,45.4
Stewart County Tennessee,Tennessee,50.1,1.4,1,1.9,94.6,43.5
Stewart County Georgia,Georgia,39.2,47.3,0.7,24,28,45.3
Stillwater County Montana,Montana,48.7,0.1,0.3,2.3,96.8,46.3
Stoddard County Missouri,Missouri,51.4,0.9,0.2,1.2,97.3,42.7
Stokes County North Carolina,North Carolina,51.2,4,0.3,2.6,92.9,43.8
Stone County Missouri,Missouri,50.7,0.2,0.3,1.7,97.2,50.3
Stone County Arkansas,Arkansas,50.6,0.1,0.4,1.3,96.8,48.4
Stone County Mississippi,Mississippi,49.9,19.1,0.3,1.3,78.6,36.6
Stonewall County Texas,Texas,51.9,2.6,0.9,14,87.7,46.8
Storey County Nevada,Nevada,49,1,1.6,5.7,92.1,50.6
Story County Iowa,Iowa,48.2,2.5,6,3,88.6,28.2
Strafford County New Hampshire,New Hampshire,51.3,1,2.6,1.8,93.8,37.7
Stutsman County North Dakota,North Dakota,49.1,0.7,0.5,1.7,95.6,44.2
Sublette County Wyoming,Wyoming,45.8,0.3,0.5,6.9,93.2,38.2
